start_timestamp,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z
2680000.683,408.4,221.26,2252.86
2680010.679,416.28,228.62,2316.14
2680020.664,419.92,231.78,2346.46
2680030.657,395.13,217.43,2225.46
2680040.652,386.22,212.7,2194.07
2680050.643,396.21,220.05,2259.58
2680060.632,401.14,224.71,2295.93
2680070.624,420.37,237.38,2414.59
2680080.616,436.05,247.83,2515.14
2680090.613,445.67,255.05,2580.72
2680100.597,460.33,265.35,2674.45
2680110.592,460.38,264.98,2683.37
2680120.583,464.61,267.98,2717.51
2680130.607,477.34,275.93,2799.8
2680140.597,481.31,278.32,2824.23
2680150.587,481.04,277.76,2823.21
2680160.583,483.05,278.48,2838.4
2680170.575,471.61,270.05,2774.13
2680180.56,497.58,284.06,2924.2
2680190.555,491.06,280.45,2888.38
2680200.547,451.9,256.81,2661.55
2680210.543,439.41,248.79,2584.61
2680220.528,435.98,247.78,2560.7
2680230.519,431.03,244.73,2530.45
2680240.515,429.77,242.29,2519.02
2680250.538,403.73,242.72,2286.34
2680260.527,320.98,222.25,1778.05
2680270.518,321.19,240.64,1774.9
2680280.51,337.69,259.69,1861.36
2680290.507,358.92,281.18,1973.94
2680300.491,368.48,292.59,2026.99
2680310.486,373.2,299.42,2055.28
2680320.477,382.96,309.12,2110.23
2680330.471,398.66,321.88,2196.46
2680340.461,403.53,325.25,2222.76
2680350.45,395.04,318.56,2175.0
2680360.446,400.19,324.68,2202.84
2680370.438,404.55,327.68,2226.97
2680380.455,395.84,317.74,2177.42
2680390.45,384.86,306.43,2116.97
2680400.441,374.36,295.87,2059.32
2680410.432,0.0,0.0,0.0
2680420.423,0.0,0.0,0.0
2680430.414,436.54,347.07,2421.51
2680440.41,401.77,315.72,2221.86
2680450.401,376.99,294.53,2081.29
2680460.39,371.05,289.74,2045.69
2680470.382,384.79,300.34,2119.5
2680480.373,396.95,310.01,2185.44
2680490.368,405.77,317.9,2234.87
2680500.355,416.73,327.47,2296.3
2680510.351,441.5,346.79,2423.33
2680520.372,469.5,372.21,2567.2
2680530.365,329.39,295.28,1958.2
2680540.355,158.79,231.41,1538.23
2680550.344,-74.34,298.43,2154.15
2680560.34,-344.22,362.95,2762.83
2680570.331,0.0,0.0,0.0
2680580.322,0.0,0.0,0.0
2680590.314,-483.27,293.17,2612.17
2680600.304,-314.41,159.23,1562.92
2680610.301,-321.36,142.94,1487.96
2680620.287,-292.84,128.89,1368.62
2680630.276,-233.78,96.79,1096.05
2680640.273,-207.56,83.17,975.26
2680650.273,0.0,0.0,0.0
2680660.273,0.0,0.0,0.0
2680670.275,-290.64,129.94,1379.47
2680680.268,-254.82,110.47,1209.79
2680690.264,-259.73,114.14,1237.42
2680700.249,-267.56,118.61,1281.48
2680710.243,-266.42,118.39,1282.23
2680720.235,-276.6,123.88,1340.48
2680730.227,-299.35,135.67,1459.77
2680740.217,-284.42,128.11,1390.2
2680750.209,-275.74,123.29,1352.01
2680760.204,-286.61,129.17,1409.69
2680770.196,-298.13,136.09,1472.81
2680780.213,-299.44,137.0,1486.0
2680790.207,-298.42,136.15,1484.24
2680800.198,-295.21,134.09,1471.14
2680810.194,-289.27,131.07,1446.39
2680820.18,-293.74,132.77,1469.72
2680830.172,-296.42,133.83,1483.65
2680840.167,-301.55,138.0,1509.97
2680850.158,-329.11,154.34,1643.07
2680860.149,-345.12,163.17,1725.25
2680870.139,-456.1,225.36,2341.72
2680880.131,-950.43,394.06,5062.54
2680890.127,-761.8,154.83,4190.56
2680900.112,-410.68,-67.01,2442.4
2680910.107,0.0,0.0,0.0
2680920.127,0.0,0.0,0.0
2680930.121,0.0,0.0,0.0
2680940.111,0.0,0.0,0.0
2680950.101,0.0,0.0,0.0
2680960.097,0.0,0.0,0.0
2680970.089,54.72,8.36,689.83
2680980.074,-58.9,-21.2,1373.06
2680990.07,-20.57,-5.31,910.39
2681000.061,-18.24,75.68,1609.31
2681010.058,-3.54,186.79,2847.53
2681020.043,11.23,201.8,2476.38
2681030.034,19.24,162.4,1488.52
2681040.03,30.88,231.77,1904.49
2681050.053,43.07,286.01,2340.61
2681060.042,46.99,294.94,2460.88
2681070.032,42.35,273.76,2325.77
2681080.025,39.0,255.53,2185.15
2681090.017,0.0,0.0,0.0
2681100.009,0.0,0.0,0.0
2681110.001,0.0,0.0,0.0
2681119.993,0.0,0.0,0.0
2681129.985,40.09,255.23,2112.52
2681139.975,32.21,218.88,1974.01
2681149.965,7.87,100.17,1297.49
2681159.961,-28.23,-42.96,438.39
2681169.956,0.0,0.0,0.0
2681179.951,0.0,0.0,0.0
2681189.946,0.0,0.0,0.0
2681199.941,0.0,0.0,0.0
2681209.936,0.0,0.0,0.0
2681219.931,0.0,0.0,0.0
2681229.928,34.21,6.64,1297.33
2681239.923,55.52,-15.7,874.97
2681249.916,74.03,7.7,868.44
2681259.906,70.62,14.0,646.43
2681269.897,83.22,22.45,672.41
2681279.888,111.0,56.59,1069.66
2681289.884,171.18,129.35,1709.79
2681299.9,236.26,198.42,2340.79
2681309.893,0.0,0.0,0.0
2681319.886,0.0,0.0,0.0
2681329.88,214.55,189.18,2134.44
2681339.87,297.39,276.56,2887.04
2681349.862,0.0,0.0,0.0
2681359.854,0.0,0.0,0.0
2681369.847,224.79,202.16,2195.55
2681379.834,248.86,227.81,2418.61
2681389.829,238.07,213.56,2296.16
2681399.82,235.93,208.15,2254.27
2681409.817,233.45,208.08,2231.86
2681419.802,227.72,202.93,2174.94
2681429.823,223.03,196.08,2121.12
2681439.819,214.74,186.81,2042.21
2681449.811,222.09,193.96,2118.84
2681459.8,221.89,195.41,2122.72
2681469.792,216.37,189.33,2065.5
2681479.787,223.23,193.0,2119.62
2681489.779,212.88,180.74,1999.8
2681499.765,144.36,147.32,1567.45
2681509.76,204.45,382.79,3575.93
2681519.752,212.24,472.36,4318.14
2681529.747,150.43,375.11,3424.04
2681539.733,136.14,353.73,3233.1
2681549.724,132.83,347.64,3163.66
2681559.719,129.03,337.89,3079.62
2681569.711,130.33,341.31,3120.04
2681579.7,129.38,343.53,3131.27
2681589.723,130.21,347.61,3159.55
2681599.714,133.07,355.35,3237.8
2681609.71,118.67,316.0,2939.97
2681619.696,108.6,289.82,2743.34
2681629.691,119.66,315.26,2970.72
2681639.682,128.17,334.38,3148.54
2681649.675,118.48,313.14,2973.84
2681659.664,116.47,312.08,2954.87
2681669.656,114.23,305.62,2896.68
2681679.651,107.8,284.04,2718.32
2681689.643,109.52,288.05,2772.42
2681699.658,110.62,288.02,2774.2
2681709.654,111.74,284.25,2736.14
2681719.644,126.45,316.15,3040.69
2681729.642,146.53,497.51,4606.46
2681739.627,24.33,494.65,4407.86
2681749.617,-83.85,257.61,2306.96
2681759.613,-103.4,72.82,731.19
2681769.606,-125.69,53.4,634.55
2681779.595,-256.92,90.79,1047.83
2681789.586,-314.11,100.75,1141.22
2681799.578,-461.98,144.9,1523.41
2681809.574,-497.31,155.21,1609.31
2681819.559,-654.28,213.37,2123.83
2681829.554,-805.63,269.75,2628.63
2681839.546,-675.65,225.82,2234.97
2681849.568,-599.9,198.61,1996.21
2681859.558,-672.77,226.31,2239.31
2681869.549,-681.33,230.05,2267.88
2681879.545,-698.69,236.94,2329.77
2681889.537,-829.4,286.81,2778.54
2681899.523,-813.86,282.62,2742.5
2681909.517,-825.84,288.35,2795.04
2681919.509,-785.21,272.84,2672.16
2681929.505,-753.22,260.8,2576.79
2681939.491,-723.03,249.45,2466.43
2681949.482,-727.14,251.3,2480.97
2681959.478,-635.24,217.6,2179.03
2681969.469,-567.98,192.36,1955.01
2681979.458,-528.35,175.84,1814.25
2681989.48,-477.97,157.46,1642.52
2681999.471,-505.78,169.63,1744.39
2682009.468,-496.85,165.96,1715.5
2682019.454,-499.96,165.77,1725.97
2682029.449,-504.42,165.41,1737.85
2682039.44,-437.08,144.06,1533.05
2682049.433,-150.84,75.45,841.48
2682059.422,-101.89,107.48,1001.55
2682229.312,4.33,315.53,2526.26
2682239.304,69.04,461.78,3672.85
2682249.326,79.08,374.92,3045.82
2682259.316,79.97,344.45,2823.69
2682269.307,71.36,303.28,2503.82
2682279.302,68.96,291.77,2396.39
2682289.295,76.79,335.23,2713.95
2682299.28,68.95,309.54,2536.83
2682309.275,49.25,237.22,1981.45
2682319.266,39.15,200.27,1676.45
2682329.262,15.92,60.72,867.33
2682339.249,0.0,0.0,0.0
2682349.24,0.0,0.0,0.0
2682359.234,0.0,0.0,0.0
2682369.226,0.0,0.0,0.0
2682379.215,0.0,0.0,0.0
2682389.237,0.0,0.0,0.0
2682399.229,0.0,0.0,0.0
2682409.225,5.33,-32.39,405.15
2682419.21,15.13,-14.28,269.37
2682429.205,30.4,-14.9,198.2
2682439.198,41.97,19.49,569.97
2682449.189,43.97,41.22,683.98
2682459.179,60.52,79.68,915.37
2682469.169,139.42,220.78,2019.22
2682479.164,162.96,255.98,2281.85
2682489.158,153.22,239.03,2132.13
2682499.144,147.84,245.35,2139.26
2682509.139,198.71,334.59,2915.78
2682519.16,231.3,377.61,3345.18
2682529.157,183.43,296.18,2663.79
2682539.143,155.28,252.17,2294.52
2682549.133,165.91,267.57,2412.24
2682559.129,179.3,283.84,2548.03
2682569.12,158.24,246.64,2247.28
2682579.11,150.36,233.27,2131.32
2682589.102,159.38,247.8,2238.57
2682599.094,170.93,263.4,2357.92
2682609.09,176.35,272.2,2413.79
2682619.075,179.8,278.94,2444.19
2682629.078,0.0,0.0,0.0
2682639.081,0.0,0.0,0.0
2682649.085,185.32,283.22,2487.08
2682659.074,179.37,275.71,2396.25
2682669.064,177.0,274.67,2369.94
2682679.06,182.08,286.21,2436.33
2682689.053,186.42,293.55,2475.52
2682699.038,192.15,302.69,2531.63
2682709.033,188.03,295.75,2476.21
2682719.023,181.9,288.58,2411.03
2682729.02,174.68,276.77,2317.1
2682739.007,168.0,263.74,2220.49
2682748.998,174.05,278.24,2324.57
2682758.993,176.21,283.63,2364.68
2682768.984,169.58,267.68,2251.37
2682778.974,158.29,247.19,2098.88
2682788.996,169.72,268.62,2269.77
2682798.988,180.74,288.42,2430.27
2682808.984,172.37,275.23,2322.43
2682818.968,165.66,265.17,2238.46
2682828.963,170.03,274.9,2313.96
2682838.957,177.96,288.94,2426.69
2682848.948,172.6,282.49,2380.41
2682858.938,135.78,253.74,2044.38
2682868.928,101.88,349.36,2571.1
2682878.923,80.7,459.24,3312.69
2682888.917,52.15,332.44,2419.11
2682898.901,42.38,299.67,2180.64
2682908.896,44.49,322.79,2331.19
2682918.918,42.67,312.95,2254.63
2682928.915,43.14,318.83,2286.76
2682938.901,42.59,316.9,2263.5
2682948.892,43.2,323.33,2295.66
2682958.886,42.15,318.83,2263.87
2682968.878,38.58,296.88,2107.84
2682978.869,36.38,280.08,1978.81
2682988.861,39.12,296.84,2084.81
2682998.851,39.78,298.44,2094.39
2683008.847,38.29,286.77,2012.66
2683018.832,36.5,277.8,1947.18
2683028.828,34.81,268.89,1888.81
2683038.82,32.76,254.04,1791.73
2683048.842,31.84,253.08,1791.98
2683058.832,31.23,251.06,1779.02
2683068.822,31.51,254.78,1803.41
2683078.817,30.76,257.17,1822.35
2683088.81,34.11,271.58,1920.25
2683098.796,63.61,306.84,2176.54
2683108.792,131.49,346.7,2565.64
2683118.782,180.36,392.74,2970.22
2683128.778,151.01,307.9,2387.83
2683138.764,139.1,273.96,2150.97
2683148.755,156.42,305.12,2391.65
2683158.749,165.75,318.59,2501.34
2683168.742,163.81,312.5,2477.41
2683178.733,165.32,315.78,2516.57
2683188.754,165.36,315.75,2523.1
2683198.745,0.0,0.0,0.0
2683208.736,0.0,0.0,0.0
2683218.727,170.22,323.79,2596.37
2683228.722,163.02,306.07,2469.6
2683238.715,159.31,297.48,2409.29
2683248.706,160.18,299.7,2428.03
2683258.696,161.34,300.31,2442.91
2683268.685,150.87,279.14,2282.31
2683278.681,142.62,263.83,2165.67
2683288.674,143.77,268.78,2190.15
2683298.659,141.71,265.96,2150.31
2683308.654,143.91,269.99,2172.94
2683318.655,0.0,0.0,0.0
2683328.656,0.0,0.0,0.0
2683338.659,146.29,275.13,2197.39
2683348.65,162.25,298.58,2380.43
2683358.645,182.33,329.82,2608.23
2683368.636,193.4,337.74,2679.52
2683378.626,196.83,332.18,2660.38
2683628.479,223.16,368.63,2968.76
2683638.472,262.06,427.05,3438.16
2683648.463,248.93,394.59,3211.25
2683658.453,233.91,357.37,2958.17
2683668.443,247.9,368.28,3071.24
2683678.439,253.99,364.33,3076.87
2683688.433,250.18,354.83,3016.41
2683698.416,235.03,330.14,2846.91
2683708.412,225.98,314.58,2738.0
2683718.434,225.21,311.78,2721.2
2683728.43,222.14,306.43,2681.31
2683738.417,212.01,296.54,2587.54
2683748.407,164.19,248.5,2185.16
2683758.403,131.55,238.03,2117.64
2683768.394,146.89,288.22,2561.03
2683778.384,154.49,313.27,2759.46
2683788.376,158.86,322.38,2826.89
2683798.366,166.66,342.25,2967.34
2683808.362,177.17,372.73,3204.71
2683818.349,180.22,380.42,3272.29
2683828.344,177.63,375.79,3239.24
2683838.335,171.58,363.76,3151.44
2683848.358,167.81,357.07,3098.26
2683858.348,170.12,361.47,3136.72
2683868.337,171.39,362.44,3142.93
2683878.333,165.81,349.8,3041.27
2683888.327,163.4,347.47,3024.14
2683898.311,157.75,334.38,2937.5
2683908.306,155.87,324.27,2874.74
2683918.297,152.17,314.1,2797.89
2683928.294,153.5,318.14,2829.14
2683938.279,159.3,332.55,2942.58
2683948.271,156.98,326.1,2897.52
2683958.266,157.96,334.43,2928.84
2683968.259,185.44,411.65,3445.26
2683978.248,191.47,420.52,3544.24
2683988.269,170.49,359.1,3133.9
2683998.261,175.94,373.75,3243.26
2684008.258,174.02,371.94,3218.86
2684018.243,157.51,332.77,2915.2
2684028.237,151.97,315.97,2792.08
2684038.23,148.7,309.64,2742.33
2684048.221,146.98,309.84,2734.79
2684058.21,143.02,302.31,2673.54
2684068.202,138.98,292.27,2612.09
2684078.198,141.36,303.49,2687.08
2684088.191,148.11,325.08,2837.65
2684098.206,141.97,312.9,2744.66
2684108.201,137.66,302.81,2671.1
2684118.191,146.77,326.08,2843.46
2684128.187,157.28,359.59,3092.63
2684138.174,156.47,358.2,3088.06
2684148.164,156.58,349.62,3053.67
2684158.16,163.73,368.0,3194.13
2684168.152,164.8,373.55,3232.44
2684178.142,161.98,364.29,3173.37
2684188.134,157.28,352.27,3085.93
2684198.124,157.66,352.72,3094.99
2684208.12,156.04,351.4,3076.46
2684218.106,146.1,332.49,2926.17
2684228.101,148.23,336.8,2967.68
2684238.092,162.15,361.85,3177.53
2684248.116,211.13,291.79,2664.58
2684258.106,255.87,232.03,2157.11
2684268.095,194.19,142.96,1387.36
2684278.091,178.21,119.82,1179.58
2684288.084,202.15,135.86,1333.62
2684298.069,211.87,140.66,1385.59
2684308.064,221.46,147.29,1440.85
2684318.056,227.3,151.56,1474.17
2684328.052,226.9,151.91,1473.9
2684338.038,229.41,154.08,1492.14
2684348.029,232.63,156.8,1515.04
2684358.024,236.76,160.08,1540.5
2684368.046,245.69,166.58,1595.21
2684378.035,249.13,169.31,1619.4
2684388.027,247.44,169.51,1612.77
2684398.018,247.02,170.16,1611.88
2684408.015,244.41,169.27,1598.65
2684418.0,246.61,170.93,1614.75
2684427.995,247.2,171.45,1618.09
2684437.988,242.3,168.26,1586.8
2684447.978,240.11,166.73,1572.29
2684457.968,240.23,166.95,1573.21
2684467.959,245.85,171.8,1611.65
2684477.955,253.25,177.86,1657.96
2684487.948,245.95,171.72,1610.63
2684497.932,240.98,167.64,1580.7
2684507.928,241.41,160.04,1535.62
2684517.949,184.11,113.62,1163.17
2684527.945,89.87,141.48,1183.35
2684537.933,-47.0,167.83,1326.4
2684547.922,-146.56,151.36,1397.27
2684557.917,-361.83,192.49,1984.75
2684567.91,-410.64,193.25,2018.76
2684577.899,-306.33,131.52,1439.54
2684587.891,-274.83,113.29,1272.76
2684597.883,-295.28,124.34,1377.84
2684607.878,-321.65,138.3,1508.89
2684617.863,-314.5,135.31,1480.99
2684627.859,-318.17,138.1,1507.81
2684637.851,-331.94,146.26,1582.12
2684647.873,-330.17,145.76,1577.16
2684657.863,-331.13,146.64,1587.88
2684667.853,-339.61,151.9,1639.64
2684677.848,-337.43,152.01,1638.83
2684687.842,-343.98,156.98,1680.77
2684697.827,-329.29,150.34,1613.28
2684707.821,-321.9,147.0,1582.7
2684717.813,-326.06,149.46,1607.15
2684727.81,-308.22,140.33,1521.29
2684737.795,-298.81,135.49,1477.27
2684747.786,-297.73,135.18,1473.39
2684757.781,-288.01,130.33,1424.82
2684767.774,-263.44,117.55,1302.9
2684777.763,-256.93,113.87,1271.68
2684787.786,-253.05,111.75,1254.29
2684797.776,-260.42,115.35,1293.61
2684807.772,-260.4,115.29,1294.21
2684817.758,-259.84,114.76,1292.73
2684827.752,-280.78,125.61,1400.68
2684837.746,-286.04,128.28,1431.77
2684847.737,-294.99,132.56,1480.9
2684857.726,-318.91,144.0,1605.87
2684867.718,-339.46,154.54,1714.81
2684877.712,-343.41,156.03,1734.87
2684887.704,-340.99,153.24,1719.23
2684897.691,-324.18,144.16,1632.98
2684907.685,-324.07,143.68,1634.16
2684917.707,-337.65,151.47,1703.79
2684927.703,-329.68,147.57,1663.25
2684937.69,-336.09,150.36,1691.7
2684947.68,-347.4,156.38,1746.13
2684957.675,-331.56,148.35,1667.96
2684967.667,-287.32,123.71,1421.12
2684977.658,-215.78,75.19,958.83
2684987.65,-178.03,41.66,649.01
2684997.64,-171.5,36.81,602.1
2685007.636,-123.97,18.73,413.07
2685017.652,-105.29,12.67,345.47
2685027.647,-132.83,21.94,443.79
2685037.608,-165.79,30.71,550.49
2685047.63,-177.11,41.63,633.11
2685057.62,-191.54,55.88,740.19
2685067.613,0.0,0.0,0.0
2685077.606,0.0,0.0,0.0
2685087.6,-202.58,51.48,727.55
2685097.584,-188.19,41.7,649.03
2685107.58,-197.13,44.83,682.47
2685117.57,-215.0,51.35,750.45
2685127.567,-236.74,58.96,831.52
2685137.553,-254.29,65.18,898.03
2685147.544,-238.88,59.83,843.57
2685157.54,-229.61,56.9,811.51
2685167.532,-237.42,59.77,841.56
2685177.521,-253.3,65.04,900.49
2685187.542,-272.28,71.51,971.54
2685197.533,0.0,0.0,0.0
2685207.524,0.0,0.0,0.0
2685217.515,-389.62,96.75,1333.64
2685227.511,-252.12,82.21,1169.13
2685237.503,-145.94,90.09,1052.13
2685247.495,-16.79,57.68,688.94
2685257.484,101.39,35.84,481.56
2685267.476,0.0,0.0,0.0
2685277.468,0.0,0.0,0.0
2685287.462,214.97,213.0,1832.22
2685297.449,298.81,163.0,1444.45
2685307.446,0.0,0.0,0.0
2685317.443,0.0,0.0,0.0
2685327.44,0.0,0.0,0.0
2685337.437,0.0,0.0,0.0
2685347.438,302.73,263.04,2207.97
2685357.433,320.51,226.24,1915.39
2685367.426,326.77,232.7,1953.37
2685377.416,315.18,223.05,1884.05
2685387.407,306.84,216.57,1832.07
2685397.398,306.48,216.58,1830.79
2685407.394,304.37,214.43,1820.88
2685417.38,297.54,209.13,1788.5
2685427.375,283.89,197.7,1708.74
2685437.366,281.16,195.95,1690.62
2685447.389,282.57,196.91,1697.08
2685457.379,279.05,193.29,1672.74
2685467.369,270.82,186.31,1618.64
2685477.364,271.11,187.15,1624.07
2685487.357,279.32,194.51,1684.5
2685497.343,264.93,183.96,1601.05
2685507.337,259.13,180.22,1568.29
2685517.329,256.68,178.44,1556.27
2685527.325,257.03,176.79,1545.68
2685537.311,273.88,181.89,1556.29
2685547.302,300.75,198.53,1639.63
2685557.298,347.5,236.48,1882.4
2685567.32,357.08,245.71,1923.88
2685577.309,365.54,253.88,1958.42
2685587.302,0.0,0.0,0.0
2685597.295,0.0,0.0,0.0
2685607.288,384.39,270.13,2061.69
2685617.273,387.92,273.65,2080.08
2685627.269,391.6,277.99,2102.65
2685637.26,401.63,287.0,2160.64
2685647.253,429.21,310.61,2310.04
2685657.242,445.15,326.21,2401.13
2685667.233,433.08,318.19,2341.01
2685677.228,438.59,323.8,2374.7
2685687.22,454.04,336.55,2463.98
2685697.207,458.21,338.79,2493.51
2685707.202,455.46,336.84,2484.35
2685717.222,457.17,338.57,2498.69
2685727.219,497.0,370.86,2722.26
2685737.205,482.54,357.26,2619.78
2685747.196,397.38,287.49,2107.37
2685757.192,402.42,294.27,2127.61
2685767.183,401.24,295.32,2119.88
2685777.173,404.51,299.54,2136.16
2685787.165,421.45,316.57,2229.73
2685797.155,445.46,340.17,2365.76
2685987.058,454.61,353.17,2402.66
2685997.05,484.82,385.97,2542.8
2686007.046,462.3,369.86,2431.14
2686017.031,445.93,360.71,2356.21
2686027.027,427.7,347.38,2259.62
2686037.018,438.12,357.06,2316.69
2686047.01,454.13,371.69,2402.68
2686057.0,453.83,370.82,2398.71
2686066.99,457.27,372.49,2419.78
2686076.985,418.8,334.33,2216.55
2686086.978,391.34,298.97,2072.81
2686096.994,401.28,296.33,2127.72
2686106.99,391.85,284.66,2077.16
2686116.982,356.32,254.65,1891.39
2686126.977,336.05,237.17,1781.98
2686136.962,332.19,232.0,1757.1
2686146.953,319.45,220.28,1688.92
2686156.949,299.18,204.98,1584.62
2686166.942,276.25,188.01,1463.03
2686176.932,246.01,164.24,1300.33
2686186.922,224.78,147.45,1184.66
2686196.913,221.49,145.73,1172.93
2686206.91,221.5,145.99,1174.39
2686216.895,218.99,142.35,1153.07
2686226.89,219.72,140.76,1149.16
2686236.912,223.13,143.67,1170.56
2686246.904,226.33,147.46,1193.58
2686256.893,235.85,153.39,1239.3
2686266.885,248.46,161.57,1303.23
2686276.881,263.53,171.35,1386.49
2686286.873,283.51,184.74,1495.98
2686296.859,286.13,185.65,1508.15
2686306.854,357.78,228.08,1904.18
2686316.843,422.22,266.35,2265.41
2686326.839,440.04,278.63,2377.39
2686336.827,471.22,299.83,2557.08
2686346.817,494.02,312.05,2686.94
2686356.813,523.5,329.02,2846.22
2686366.835,479.13,296.13,2589.58
2686376.824,363.09,220.9,2001.13
2686386.815,279.91,187.78,1774.32
2686396.808,137.02,120.86,1197.8
2686406.804,85.5,120.91,1148.61
2686416.79,76.95,107.6,1105.81
2686426.784,50.59,27.39,722.54
2686436.776,33.1,-26.72,556.77
2686446.768,0.0,0.0,0.0
2686456.757,0.0,0.0,0.0
2686466.747,0.0,0.0,0.0
2686476.742,0.0,0.0,0.0
2686486.735,0.0,0.0,0.0
2686496.751,0.0,0.0,0.0
2686506.746,0.0,0.0,0.0
2686516.737,0.0,0.0,0.0
2686526.734,0.0,0.0,0.0
2686536.72,0.0,0.0,0.0
2686546.711,0.0,0.0,0.0
2686556.705,-61.06,-42.94,556.95
2686566.697,-66.02,10.36,883.11
2686576.687,-80.92,2.16,803.6
2686586.679,-50.73,-16.99,406.58
2686596.67,-100.71,47.63,795.81
2686606.667,-150.36,89.12,1203.51
2686616.683,-160.3,114.13,1347.06
2686626.678,-282.88,228.31,2466.04
2686636.669,-296.88,239.76,2564.43
2686646.661,-300.17,244.69,2584.58
2686656.652,-288.51,235.74,2487.0
2686666.643,-220.42,179.78,1911.46
2686676.638,-160.65,129.96,1401.52
2686686.63,-163.39,133.71,1441.25
2686696.616,-183.29,151.57,1640.86
2686706.611,-185.22,153.54,1671.33
2686716.6,-187.61,155.84,1691.43
2686726.598,-196.95,163.57,1772.28
2686736.585,-204.77,171.85,1846.75
2686746.605,-215.12,182.73,1942.0
2686756.601,-225.46,192.45,2037.11
2686766.593,-241.79,207.99,2186.68
2686776.583,-260.26,226.24,2352.06
2686786.574,-251.55,218.01,2269.65
2686796.565,-285.14,245.21,2510.88
2686806.562,-392.96,352.23,3450.03
2686816.547,-150.27,209.48,2016.14
2686826.541,26.67,106.28,947.41
2686836.534,98.78,140.47,1387.19
2686846.556,229.54,207.12,2038.58
2686856.546,264.02,212.51,2053.56
2686866.506,272.42,209.01,2040.51
2686876.5,262.37,198.23,1963.77
2686886.494,256.87,194.02,1920.97
2686896.51,260.98,198.56,1954.05
2686906.505,272.38,208.21,2049.05
2686916.497,276.5,212.93,2098.4
2686926.493,276.54,214.18,2107.35
2686936.479,274.72,213.03,2094.37
2686946.469,272.08,211.31,2079.58
2686956.465,284.09,224.3,2191.61
2686966.457,290.09,230.04,2247.26
2686976.446,288.94,228.94,2242.24
2686986.438,301.04,246.11,2408.7
2686996.429,301.98,258.02,2538.32
2687006.426,237.7,212.82,2086.67
2687016.411,209.45,198.96,1920.33
2687286.252,274.78,268.38,2506.68
2687296.242,291.42,289.41,2669.22
2687306.263,284.79,286.7,2619.95
2687316.253,290.63,296.04,2686.85
2687326.25,257.49,265.36,2417.35
2687336.237,236.76,244.57,2236.55
2687346.232,230.62,238.23,2172.79
2687356.223,228.29,236.6,2148.42
2687366.214,235.62,243.82,2205.03
2687376.204,234.37,240.66,2171.56
2687386.196,222.99,224.8,2053.09
2687396.192,220.58,219.05,2025.64
2687406.183,224.17,222.84,2069.61
2687416.168,219.49,215.72,2022.16
2687426.163,223.32,219.77,2051.19
2687436.155,230.06,226.7,2118.5
2687446.152,237.78,233.78,2190.2
2687456.168,239.78,235.48,2196.93
2687466.158,236.62,229.3,2153.64
2687476.153,241.76,232.73,2195.43
2687486.147,258.47,250.7,2351.38
2687496.137,271.5,265.28,2466.79
2687506.127,270.76,262.11,2443.17
2687516.117,275.17,265.09,2480.25
2687526.114,285.26,273.88,2575.32
2687536.101,290.36,276.04,2603.44
2687546.095,281.06,267.44,2521.65
2687556.116,269.42,151.62,1556.1
2687566.108,84.48,467.14,4023.82
2687576.098,-68.1,1184.94,9702.76
2687586.089,-208.69,576.47,4914.05
2687596.085,-489.62,351.75,3375.59
2687606.077,-470.77,384.2,3621.22
2687616.062,-402.29,294.23,2878.15
2687626.057,-308.46,220.82,2211.83
2687636.05,-245.08,169.97,1749.14
2687646.046,-248.24,172.3,1779.25
2687656.031,-239.18,165.38,1721.61
2687666.022,-236.18,163.49,1709.49
2687676.017,-251.61,176.16,1830.12
2687686.01,-251.06,175.33,1826.1
2687696.0,-240.2,166.4,1748.34
2687706.021,-246.15,171.64,1802.39
2687716.011,-266.74,188.74,1967.14
2687726.008,-295.52,211.14,2195.13
2687735.994,-291.67,207.12,2172.66
2687745.988,-310.25,220.35,2317.94
2687755.981,-341.7,246.33,2563.37
2687765.972,-346.33,249.91,2601.75
2687775.962,-344.75,247.27,2594.33
2687785.954,-314.9,225.97,2378.3
2687795.949,-283.89,201.26,2139.48
2687805.941,-247.0,171.62,1865.61
2687815.926,-228.75,158.3,1733.91
2687825.921,-257.32,149.98,1693.45
2687835.943,-316.22,311.48,2692.53
2687845.94,-155.8,851.85,6474.15
2687855.926,-104.71,559.06,4302.23
2687865.915,399.29,501.11,3949.48
2687875.91,1544.47,1614.43,12339.72
2687885.904,1429.43,1428.96,10875.82
2687895.895,867.35,824.36,6270.18
2687905.884,607.4,577.79,4408.13
2687915.876,504.98,482.07,3685.94
2687925.872,483.76,461.66,3529.12
2687935.859,464.93,446.17,3423.64
2687945.854,440.85,426.07,3286.8
2687955.844,435.22,420.58,3259.24
2687965.866,400.82,384.25,2997.8
2687975.855,355.24,341.09,2675.55
2687985.847,334.57,324.57,2558.59
2687995.843,331.85,323.85,2566.5
2688005.835,348.03,340.28,2703.64
2688015.821,353.18,345.31,2758.07
2688025.815,355.95,347.79,2799.61
2688035.807,356.96,348.84,2809.56
2688045.803,357.34,347.71,2799.24
2688055.788,362.61,349.97,2827.65
2688065.779,370.57,354.3,2879.85
2688075.775,399.63,381.15,3113.83
2688085.799,386.92,372.06,3055.73
2688095.788,359.63,348.49,2873.86
2688105.778,351.4,343.4,2858.24
2688115.769,364.29,360.34,3008.53
