start_timestamp,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z
2488306.363,172.34,158.54,1937.48
2488316.353,171.72,156.95,1924.41
2488326.349,183.3,171.27,2062.63
2488336.336,180.61,170.27,2042.93
2488346.331,180.08,171.2,2043.74
2488356.353,177.67,170.44,2024.73
2488366.344,178.0,172.06,2041.09
2488376.334,179.6,174.81,2077.67
2488386.326,185.69,184.23,2171.31
2488396.322,195.55,197.28,2297.03
2488406.313,193.72,198.27,2301.13
2488416.298,197.17,204.8,2369.92
2488426.293,178.98,182.84,2156.01
2488436.286,168.68,170.71,2045.87
2488446.282,163.84,165.27,1995.76
2488456.267,157.29,158.94,1930.4
2488466.288,156.34,158.69,1928.96
2488476.283,140.87,140.56,1733.89
2488486.276,132.9,154.57,1831.95
2488496.267,82.77,173.25,1927.0
2488506.256,6.57,41.88,603.78
2488516.247,-53.4,43.51,612.7
2488526.244,-88.37,99.76,1166.44
2488536.23,-136.83,149.69,1641.86
2488546.225,-161.24,173.37,1866.62
2488556.216,-135.6,139.72,1545.39
2488566.208,-124.95,125.87,1412.87
2488576.198,-131.79,140.56,1534.66
2488586.19,-134.61,153.81,1622.78
2488596.186,-148.98,174.38,1803.62
2488606.208,-140.2,164.82,1708.76
2488616.192,-121.68,113.08,1248.35
2488626.188,-183.45,109.28,1308.02
2488636.179,-249.99,135.62,1613.18
2488646.176,-276.17,139.91,1665.61
2488656.161,-275.43,134.31,1616.19
2488666.152,-277.75,132.98,1606.76
2488676.146,-276.91,130.86,1594.35
2488686.14,-274.97,129.05,1574.21
2488696.13,-268.34,125.24,1532.17
2488706.119,-261.6,121.11,1494.93
2488716.111,-260.87,120.22,1491.94
2488726.108,-263.42,119.66,1500.84
2488736.125,-266.7,118.99,1510.19
2488746.12,-268.48,119.31,1522.09
2488756.111,-269.08,119.64,1530.57
2488766.102,-269.1,119.23,1534.36
2488776.093,-268.71,119.05,1534.56
2488786.083,-273.08,120.75,1563.05
2488796.079,-281.83,124.3,1615.38
2488806.071,-284.79,125.05,1629.54
2488816.056,-285.64,124.96,1631.33
2488826.051,-288.31,127.35,1645.99
2488836.043,-287.05,127.23,1637.39
2488846.04,-300.47,136.7,1708.14
2488856.025,-329.78,155.72,1862.26
2488866.045,-293.7,133.36,1653.01
2488876.04,-284.75,123.33,1595.85
2488886.034,-328.39,138.38,1811.7
2488896.024,-272.68,59.02,1422.88
2488906.013,-253.89,-30.71,1227.33
2488916.004,0.0,0.0,0.0
2488926.001,0.0,0.0,0.0
2488935.988,0.0,0.0,0.0
2488945.983,0.0,0.0,0.0
2488955.973,-89.86,-68.62,1447.42
2488965.965,-21.11,-16.4,1985.45
2488975.955,14.77,-9.86,1905.57
2488985.946,14.0,48.42,1796.04
2488995.941,9.58,159.52,2619.05
2489005.965,3.61,133.6,1848.37
2489015.95,1.09,114.58,1356.81
2489025.944,-6.72,234.68,2480.63
2489035.936,-13.31,340.76,3414.32
2489045.933,-1.8,349.13,3485.98
2489055.919,3.44,380.66,3818.56
2489065.909,0.03,315.21,3165.95
2489075.904,-2.82,230.65,2314.57
2489085.898,-3.8,242.79,2407.77
2489095.888,-1.98,247.73,2411.3
2489105.878,-2.12,229.47,2229.83
2489115.869,-1.85,220.6,2143.71
2489125.866,-0.76,230.04,2221.48
2489135.882,-0.88,246.57,2357.65
2489145.877,-1.22,267.96,2531.73
2489155.868,-1.14,272.81,2558.27
2489165.86,-0.76,275.44,2569.06
2489175.85,-0.72,278.12,2563.99
2489185.841,-0.77,269.57,2477.62
2489195.837,0.52,252.73,2340.61
2489205.828,-10.72,218.26,2044.5
2489215.814,-76.48,253.23,2420.5
2489225.809,-112.26,212.95,2112.93
2489235.8,-126.92,185.17,1863.93
2489245.797,-163.9,245.36,2378.04
2489255.783,-189.66,294.26,2786.39
2489265.803,-168.12,258.76,2459.41
2489275.799,-135.01,201.07,1954.66
2489285.792,-127.82,189.06,1846.45
2489295.782,-125.79,186.54,1818.66
2489305.772,-122.81,181.8,1775.24
2489315.763,-117.57,173.17,1688.79
2489325.759,-118.03,174.45,1688.47
2489335.747,-113.28,166.07,1618.41
2489345.741,-104.29,149.36,1483.88
2489355.731,-94.23,131.5,1335.06
2489365.724,-97.3,136.03,1384.35
2489375.714,-102.75,144.86,1469.61
2489385.704,-101.89,142.87,1456.63
2489395.7,-98.31,136.0,1395.5
2489405.722,-98.65,136.34,1402.69
2489415.707,-100.92,139.17,1444.98
2489425.703,-79.16,98.51,1111.06
2489435.695,-96.83,129.05,1373.62
2489445.691,-140.89,206.25,2037.13
2489455.677,-144.93,213.77,2111.29
2489465.697,-124.49,183.69,1849.18
2489475.693,-65.35,72.37,855.32
2489485.655,-91.4,37.44,599.84
2489495.645,-209.02,102.31,1221.05
2489505.636,-275.37,125.23,1450.13
2489515.657,-295.69,131.28,1513.34
2489525.653,-290.27,125.59,1467.17
2489535.64,-302.63,131.22,1522.0
2489545.635,-303.92,131.4,1523.84
2489555.626,-297.07,127.23,1490.63
2489565.618,-292.82,124.8,1470.57
2489575.607,-291.28,124.25,1466.44
2489585.6,-290.62,123.96,1466.12
2489595.595,-286.08,120.78,1442.12
2489605.586,-279.63,117.44,1415.85
2489615.577,-282.3,118.59,1424.57
2489625.566,-290.25,122.8,1458.1
2489635.558,-259.2,106.22,1302.46
2489645.554,-245.5,97.86,1231.32
2489655.57,-237.13,92.34,1172.05
2489665.565,-139.42,22.73,555.66
2489675.558,-116.38,72.1,1130.72
2489685.55,-61.04,384.0,3936.32
2489695.54,54.76,456.84,4281.21
2489705.529,105.93,347.22,3020.32
2489715.525,114.06,341.05,2927.49
2489725.517,115.33,343.58,2972.54
2489735.504,113.8,342.93,2980.93
2489745.498,112.97,347.53,3026.04
2489755.489,111.37,348.77,3037.57
2489765.486,108.3,343.33,2999.26
2489775.472,105.87,341.19,2992.23
2489785.463,104.26,344.65,3026.48
2489795.458,102.05,345.0,3041.55
2489805.48,96.17,334.01,2981.13
2489815.47,92.97,333.52,2994.08
2489825.461,87.55,323.8,2911.99
2489835.453,81.9,313.27,2827.48
2489845.45,78.36,304.92,2757.62
2489855.435,78.57,310.84,2813.4
2489865.429,75.24,309.55,2806.92
2489875.421,70.04,295.05,2682.53
2489885.413,69.37,294.09,2674.68
2489895.403,65.77,283.06,2586.11
2489905.394,63.05,277.83,2542.43
2489915.389,60.43,271.99,2502.45
2489925.411,58.62,265.42,2457.7
2489935.398,56.81,257.47,2394.08
2489945.393,52.73,242.39,2278.44
2489955.383,49.35,235.56,2222.89
2489965.379,49.82,237.75,2236.94
2489975.366,50.99,240.89,2265.27
2489985.357,48.36,231.84,2195.98
2489995.35,48.95,237.23,2244.61
2490005.344,51.6,247.8,2337.65
2490015.334,51.71,243.41,2299.99
2490025.325,51.43,238.33,2258.11
2490035.317,54.39,232.0,2187.91
2490045.313,64.67,245.4,2313.17
2490055.329,15.0,428.59,3991.39
2490065.323,-108.49,522.24,4721.18
2490075.314,-121.55,231.91,2124.43
2490085.308,-145.65,209.99,1914.79
2490095.297,-129.06,193.81,1788.43
2490105.288,-108.83,154.4,1462.96
2490115.283,-125.36,185.85,1711.51
2490125.275,-160.15,248.41,2206.34
2490135.261,-140.99,217.83,1956.97
2490145.256,-124.08,191.42,1736.41
2490155.247,-117.44,180.09,1651.79
2490165.243,-117.01,179.25,1652.23
2490175.26,-119.38,184.14,1687.36
2490185.251,-109.46,170.23,1570.72
2490195.246,-90.63,123.86,1181.18
2490205.238,-56.7,38.93,470.09
2490215.228,0.0,0.0,0.0
2490225.218,0.0,0.0,0.0
2490235.208,0.0,0.0,0.0
2490245.198,0.0,0.0,0.0
2490255.192,-67.9,38.32,460.58
2490265.187,-133.19,41.91,619.83
2490275.178,-224.75,72.39,977.37
2490285.171,-258.69,83.02,1104.28
2490295.161,-296.86,99.27,1256.92
2490305.152,-314.09,106.82,1323.34
2490315.146,-295.61,99.0,1247.45
2490325.169,-335.4,115.44,1421.84
2490335.155,-322.04,109.84,1365.71
2490345.151,-287.91,94.95,1219.51
2490355.141,-298.95,100.67,1269.4
2490365.138,-333.02,116.63,1416.87
2490375.123,-325.56,113.64,1388.09
2490385.115,-307.69,106.33,1315.34
2490395.11,-305.08,105.06,1307.56
2490405.102,-314.66,108.92,1354.74
2490415.092,-348.07,123.91,1499.72
2490425.082,-338.45,120.03,1456.3
2490435.105,-368.02,132.24,1587.78
2490445.101,-422.37,155.82,1829.79
2490455.087,-403.23,146.43,1741.67
2490465.082,-410.93,136.52,1690.22
2490475.072,-638.42,271.47,2810.81
2490485.064,-286.93,312.73,2563.76
2490495.055,50.93,300.44,2436.18
2490505.045,236.54,254.14,2304.48
2490515.041,346.35,288.85,2680.96
2490525.034,389.62,311.58,2900.53
2490535.018,405.76,323.82,2992.3
2490545.014,426.26,345.12,3167.19
2490555.005,444.39,364.45,3351.72
2490565.001,461.64,378.79,3496.96
2490575.018,449.17,367.81,3414.57
2490585.009,385.27,316.97,2962.97
2490595.005,366.37,306.33,2854.45
2490604.996,376.54,320.1,2979.17
2490614.986,345.23,294.47,2769.09
2490624.976,318.08,272.8,2573.16
2490634.968,306.16,263.06,2487.54
2490644.965,290.72,247.42,2368.38
2490654.95,273.37,230.14,2230.31
2490664.945,263.39,222.3,2165.85
2490674.937,266.94,225.89,2197.2
2490684.929,274.63,231.82,2255.2
2490694.919,271.83,226.58,2226.13
2490704.94,276.73,231.3,2268.63
2490714.935,287.58,242.07,2364.09
2490724.927,298.25,249.31,2450.15
2490734.913,307.36,254.01,2514.33
2490744.908,325.08,262.03,2539.59
2490754.899,381.29,342.06,3210.24
2490764.895,211.92,484.34,5117.09
2490774.882,-223.75,450.91,4937.35
2490784.872,-423.31,191.96,2523.08
2490794.867,-508.87,124.52,2004.44
2490804.86,-561.84,148.37,2203.77
2490814.85,-570.28,147.15,2201.38
2490824.84,-572.4,148.14,2200.77
2490834.862,-570.95,148.43,2201.16
2490844.859,-565.78,146.52,2202.67
2490854.844,-562.43,145.32,2203.67
2490864.839,-559.97,144.6,2204.42
2490874.83,-558.19,145.06,2204.91
2490884.822,-555.42,145.4,2205.63
2490894.813,-548.8,144.1,2207.41
2490904.803,-542.1,143.19,2209.15
2490914.797,-538.22,141.43,2210.27
2490924.791,-535.05,138.48,2211.29
2490934.777,-533.05,137.71,2211.88
2490944.771,-531.96,138.95,2212.12
2490954.764,-530.61,138.37,2212.56
2490964.759,-528.75,136.94,2213.17
2490974.775,-526.5,136.37,2213.8
2490984.766,-525.42,137.07,2214.08
2490994.761,-526.0,138.02,2213.95
2491004.753,-526.6,138.33,2217.3
2491014.744,-485.72,126.2,2048.67
2491024.735,-92.75,5.08,360.35
2491034.726,-23.98,-16.05,65.08
2491044.722,-71.34,-1.44,270.9
2491054.708,-78.98,0.81,305.9
2491064.703,-85.47,2.76,334.78
2491074.693,-102.05,7.67,408.53
2491084.687,-123.86,14.3,510.92
2491094.676,-159.8,26.09,677.48
2491104.697,-200.75,39.55,863.2
2491114.692,-271.37,62.55,1186.12
2491124.685,-365.78,93.43,1621.34
2491134.671,-458.2,123.25,2053.31
2491144.665,-553.81,150.12,2496.21
2491154.657,-669.17,191.65,3022.49
2491164.653,-838.3,294.22,3756.87
2491174.64,-699.06,288.75,3085.98
2491184.63,-321.11,145.92,1393.13
2491194.625,-60.72,16.12,237.49
2491204.618,-73.11,21.09,287.28
2491214.608,-118.59,46.31,489.1
2491224.629,-117.16,46.36,481.48
2491234.619,-118.02,47.07,482.07
2491244.616,-118.96,47.48,482.68
2491254.602,-119.68,47.86,483.34
2491264.597,-120.78,48.33,483.9
2491274.588,-120.13,48.77,484.84
2491284.58,-118.84,49.18,485.92
2491294.571,-118.85,49.1,486.8
2491304.561,-118.27,48.25,487.9
2491314.556,-119.28,48.1,488.59
2491324.548,-121.93,48.2,488.91
2491334.565,-121.37,47.54,489.96
2491344.56,-119.46,46.95,491.28
2491354.52,-119.33,46.94,492.17
2491364.517,-119.37,46.84,493.03
2491374.533,-119.46,46.57,493.9
2491384.523,-120.2,46.79,496.7
2491394.52,-117.18,44.89,482.53
2491404.512,-83.04,24.91,330.01
2491414.502,-80.94,23.58,320.43
2491424.492,-106.39,38.06,433.91
2491434.483,-109.23,39.73,445.29
2491444.48,-109.66,39.81,445.82
2491454.466,-78.95,22.95,314.97
2491464.461,-91.73,29.29,363.93
2491474.452,-189.49,79.61,766.18
2491484.475,-233.87,87.92,942.66
2491494.464,-211.26,52.25,847.84
2491504.455,-211.29,38.63,849.37
2491514.45,-211.46,34.16,850.08
2491524.443,-211.64,31.69,850.65
2491534.428,-209.65,29.36,851.74
2491544.423,-197.8,25.16,809.15
2491554.416,-212.52,28.75,875.51
2491564.411,-134.07,8.97,534.83
2491574.396,-938.15,214.26,4026.99
2491584.388,-1242.94,292.45,5352.99
2491594.383,-1292.87,301.38,5585.42
2491604.375,-1271.36,296.55,5501.69
2491614.366,-1327.91,309.42,5740.23
2491624.386,-2427.63,571.88,10462.65
2491634.378,-3156.91,755.7,13560.15
2491644.374,-3109.46,752.19,13365.8
2491654.359,-3116.1,749.66,13364.36
2491664.354,-3116.22,750.22,13364.26
2491674.346,-3108.03,752.73,13365.97
2491684.338,-3108.03,742.48,13366.44
2491694.329,-3112.77,733.76,13365.62
2491704.319,-3118.08,730.76,13364.39
2491714.314,-3119.1,731.27,13363.94
2491724.336,-3118.7,727.45,13364.03
2491734.292,-3116.57,717.21,13364.9
2491744.288,-3117.9,710.79,13364.79
2491754.308,-3121.15,708.14,13363.98
2491764.305,-3129.41,706.83,13361.88
2491774.291,-3136.6,701.76,13360.25
2491784.281,-3134.05,695.63,13361.04
2491794.277,-3302.69,729.85,13933.0
2491804.27,-3276.65,753.32,13322.73
2491814.259,-819.67,266.65,3713.18
2491824.249,238.13,63.53,348.92
2491834.241,104.71,137.88,1467.49
2491844.238,227.44,176.39,1617.37
2491854.224,321.69,225.41,1896.82
2491864.219,267.58,177.32,1473.42
2491874.209,397.51,273.38,2210.98
2491884.233,515.97,360.24,2886.4
2491894.223,506.24,355.16,2866.4
2491904.214,480.98,340.76,2767.62
2491914.208,478.02,342.9,2805.71
2491924.201,504.61,366.91,3020.0
2491934.187,462.76,337.91,2797.44
2491944.181,372.76,271.28,2285.23
2491954.173,343.69,251.04,2147.23
2491964.169,366.17,272.19,2333.92
2491974.154,338.83,251.51,2173.31
2491984.146,302.07,223.71,1954.41
2491994.141,299.59,223.37,1956.0
2492004.133,279.09,207.37,1840.47
2492014.124,264.05,196.35,1749.13
2492024.145,233.39,172.87,1555.12
2492034.135,227.18,168.4,1530.85
2492044.132,231.43,172.47,1570.89
2492054.118,225.75,167.87,1537.76
2492064.113,202.7,148.19,1380.72
2492074.103,179.27,131.56,1239.21
2492084.096,226.21,168.09,1537.59
2492094.086,249.32,183.15,1695.95
2492104.077,120.18,120.15,1208.82
2492114.072,50.98,134.75,1315.94
2492124.063,8.22,134.84,1317.1
2492134.081,-4.24,134.02,1317.31
2492144.075,-7.68,133.34,1317.6
2492154.067,-8.8,133.28,1317.88
2492164.063,-8.93,133.04,1318.19
2492174.048,-8.41,132.99,1318.48
2492184.04,-7.26,133.4,1318.72
2492194.035,-6.17,133.81,1318.96
2492204.027,-5.48,134.46,1324.56
2492214.018,-4.36,123.44,1232.33
2492224.007,-1.43,-0.01,166.58
2492234.0,-1.27,-14.62,42.21
2492243.995,-2.27,42.09,532.13
2492253.982,-2.32,54.5,640.58
2492263.977,-2.28,65.67,737.21
2492273.967,-2.56,64.89,734.06
2492283.991,-2.87,59.89,693.52
2492293.981,-3.34,59.12,687.81
2492303.97,-4.04,57.51,675.55
2492313.966,-4.03,36.71,491.98
2492323.957,-5.32,46.77,577.79
2492333.944,-6.02,60.04,692.86
2492343.939,-6.17,49.34,598.0
2492353.931,-6.6,48.44,590.0
2492363.926,-7.29,53.18,631.27
2492373.912,-7.84,55.05,648.03
2492383.904,-6.9,42.01,536.75
2492393.898,-5.7,24.01,383.04
2492403.921,-6.4,30.32,440.33
2492413.911,-6.07,26.27,405.47
2492423.902,-6.05,24.66,392.88
2492433.893,-6.22,25.14,398.8
2492443.89,-5.29,15.87,318.29
2492453.875,-4.78,11.17,274.16
2492463.871,-4.62,10.83,274.02
2492473.861,-5.22,20.33,363.46
2492483.854,-5.61,31.62,470.52
2492493.843,-5.62,30.33,487.22
2492503.834,-4.78,1.32,253.39
2492513.829,-5.15,-14.19,181.51
2492523.821,12.75,-28.64,221.19
2492533.838,34.69,-45.63,222.19
2492543.833,0.0,0.0,0.0
2492553.824,0.0,0.0,0.0
2492563.82,0.0,0.0,0.0
2492573.805,33.74,-53.47,221.44
2492583.797,15.88,-45.66,222.69
2492593.792,5.4,-40.68,239.42
2492603.785,14.51,-32.5,353.11
2492613.774,14.74,-13.51,433.41
2492623.763,-18.69,-74.2,-516.18
2492633.757,33.39,44.75,967.32
2492643.753,260.44,609.73,7756.95
2492653.738,228.45,593.14,7034.58
2492663.732,54.5,151.88,1794.93
2492673.756,-11.53,-39.5,-293.0
2492683.748,21.35,56.84,727.6
2492693.738,28.28,76.24,916.39
2492703.728,29.11,75.6,904.98
2492713.724,29.99,75.81,905.44
2492723.715,29.85,74.87,895.64
2492733.703,30.49,77.95,926.52
2492743.697,27.45,72.45,850.49
2492753.688,27.88,61.82,800.72
2492763.685,50.06,105.39,1384.54
2492773.67,67.45,56.64,1401.35
2492783.661,84.74,-69.27,923.02
2492793.656,0.0,0.0,0.0
2492803.678,0.0,0.0,0.0
2492813.668,0.0,0.0,0.0
2492823.658,0.0,0.0,0.0
2492833.649,0.0,0.0,0.0
2492843.647,0.0,0.0,0.0
2492853.633,-38.7,-40.07,265.38
2492863.627,-39.34,-33.27,362.95
2492873.617,-57.61,1.91,882.88
2492883.611,-68.02,64.65,1168.01
2492893.602,-52.59,62.84,1037.34
2492903.591,-35.46,46.17,767.07
2492913.587,-37.58,59.88,765.51
2492923.61,-60.46,112.42,1279.09
2492933.596,-55.97,106.31,1240.97
2492943.591,-33.97,58.59,773.03
2492953.581,-25.89,35.21,525.31
2492963.579,-12.21,4.12,215.79
2492973.564,-9.48,-1.48,151.9
2492983.555,-16.14,14.19,305.4
2492993.55,-25.52,36.14,502.27
2493003.543,-33.18,54.9,668.03
2493013.533,-42.06,80.07,901.91
2493023.523,-44.22,88.2,979.58
2493033.515,-48.29,99.32,1081.56
2493043.511,-52.33,109.2,1168.69
2493053.496,-54.49,117.41,1246.92
2493063.491,-56.25,123.89,1315.13
2493073.512,-49.33,107.41,1168.84
2493083.505,-45.34,101.5,1117.34
2493093.496,-31.97,68.66,820.79
2493103.487,-24.0,51.97,672.94
2493113.482,-22.07,48.15,633.99
2493123.473,-18.02,36.87,523.21
2493133.46,-18.48,39.97,554.38
2493143.455,-18.0,39.75,559.73
2493153.445,-12.62,20.61,381.59
2493163.441,-17.76,42.4,586.34
2493173.428,-20.75,57.25,723.97
2493183.449,-19.24,54.41,699.49
2493193.444,-19.24,57.37,729.7
2493203.437,-22.15,71.57,863.61
2493213.427,-23.92,78.96,935.54
2493223.417,-24.43,82.35,970.81
2493233.409,-27.6,99.43,1131.18
2493243.405,-27.08,97.64,1113.1
2493253.391,-20.44,70.12,853.21
2493263.386,-19.46,68.42,834.6
2493273.376,-16.98,56.06,719.69
2493283.369,-26.22,101.98,1159.18
2493293.36,-29.54,117.51,1316.13
2493303.349,-18.74,63.42,808.62
2493313.345,-17.42,59.22,771.75
2493323.337,-17.7,61.97,799.76
2493333.355,-20.85,76.89,951.02
2493343.349,-34.38,144.43,1638.74
2493353.34,-37.8,159.05,1798.05
2493363.336,-35.84,148.72,1709.48
2493373.321,-41.49,172.74,1972.25
2493383.313,-58.99,251.53,2809.77
2493393.309,-68.25,295.67,3289.14
2493403.3,-55.15,233.02,2621.2
2493413.29,-38.43,142.49,1695.18
2493423.281,-46.36,175.08,2057.93
2493433.272,-43.42,162.98,1930.96
2493443.269,-43.62,163.82,1939.91
2493453.255,-42.97,161.73,1914.03
2493463.249,-42.53,159.96,1893.92
2493473.27,-43.02,170.37,1991.13
2493483.263,-42.06,172.37,1999.99
2493493.253,-49.25,198.54,2266.09
2493503.245,-49.41,196.53,2237.53
2493513.24,-46.39,185.32,2107.55
2493523.231,-46.22,191.06,2142.52
2493533.218,-48.43,200.95,2247.93
2493543.213,-52.74,221.68,2459.63
2493553.203,-51.8,216.87,2423.51
2493563.199,-47.92,197.55,2244.33
2493573.186,-48.76,198.32,2259.02
2493583.176,-49.32,200.79,2288.42
2493593.172,-46.09,188.91,2163.7
2493603.194,-44.68,183.77,2107.77
2493613.184,-46.38,189.71,2169.27
2493623.175,-45.37,177.88,2056.79
2493633.197,-42.98,165.44,1917.12
2493643.193,-40.83,157.53,1820.03
2493653.148,-43.4,166.88,1903.3
2493663.143,-46.75,178.56,2007.0
2493673.134,-45.01,169.62,1920.07
2493683.128,-41.19,151.47,1746.56
2493693.118,-43.56,157.71,1819.41
2493703.108,-47.9,170.64,1961.33
2493713.103,-50.65,180.51,2050.35
2493723.125,-56.24,207.42,2316.81
2493733.112,-55.62,207.52,2330.84
2493743.107,-60.68,228.04,2548.23
2493753.098,-65.3,247.63,2752.21
2493763.094,-51.62,195.8,2240.08
2493773.078,-54.14,188.96,2326.51
2493783.07,-47.36,59.43,1861.57
2493793.067,-33.24,-75.44,1454.87
2493803.058,0.0,0.0,0.0
2493813.048,0.0,0.0,0.0
2493823.038,0.0,0.0,0.0
2493833.06,0.0,0.0,0.0
2493843.057,0.0,0.0,0.0
2493853.041,0.0,0.0,0.0
2493863.038,0.0,0.0,0.0
2493873.027,-31.69,-162.88,1450.25
2493883.02,-22.78,-108.26,2353.68
2493893.01,-51.61,6.73,3281.75
2493903.001,-34.04,37.9,1770.62
2493912.996,-37.2,77.63,1929.08
2493922.988,-48.75,101.43,2210.64
2493932.976,-50.77,124.73,2066.72
2493942.969,-56.11,163.4,2264.93
2493952.961,-38.46,117.8,1499.06
2493962.956,-62.59,243.63,2655.14
2493972.943,-106.42,414.74,4368.02
2493982.964,-68.66,263.54,2725.02
2493992.959,-45.25,173.64,1801.61
2494002.953,-49.48,189.04,2007.15
2494012.942,-67.03,270.9,2774.1
2494022.932,-73.01,300.27,2932.9
2494032.924,-64.15,258.95,2534.42
2494042.921,-56.58,232.93,2316.07
2494052.906,-58.69,249.01,2486.86
2494062.901,-57.59,247.33,2482.09
2494072.892,-55.92,238.1,2415.36
2494082.915,-55.27,229.19,2359.42
2494092.905,-55.2,219.14,2301.75
2494102.865,-59.11,227.67,2432.05
2494112.861,-62.76,251.95,2626.7
2494122.882,-59.21,242.69,2450.65
2494132.87,-58.11,237.07,2404.14
2494142.865,-59.74,243.95,2500.28
2494152.855,-58.2,237.91,2441.03
2494162.851,-53.7,221.41,2278.24
2494172.837,-49.8,212.41,2183.54
2494182.829,-52.97,235.5,2395.93
2494192.825,-58.2,264.85,2657.27
2494202.815,-64.81,303.97,3026.02
2494212.806,-64.33,308.92,3089.84
2494222.797,-64.16,320.67,3244.08
2494232.788,-67.73,358.5,3604.21
2494242.784,-65.42,352.76,3561.2
2494252.801,-68.07,370.7,3755.68
2494262.796,-65.54,384.04,3874.84
2494272.786,-44.93,192.69,2026.7
2494282.779,-102.29,142.86,1534.11
2494292.769,-138.42,119.29,1358.31
2494302.76,-158.26,85.35,1082.12
2494312.755,-320.1,159.62,1705.64
2494322.747,-398.93,192.74,1966.52
2494332.734,-513.33,251.35,2447.24
2494342.728,-590.22,292.13,2783.84
2494352.719,-502.47,245.21,2378.7
2494362.715,-394.82,188.63,1891.45
2494372.731,-390.46,185.22,1865.0
2494382.724,-381.78,179.18,1818.72
2494392.719,-350.78,163.15,1676.66
2494402.71,-322.63,148.4,1552.65
2494412.7,-284.73,126.66,1365.98
2494422.69,-67.7,16.52,362.54
2494432.683,-16.06,9.1,278.36
2494442.679,0.0,0.0,0.0
2494452.665,-41.4,145.45,1442.32
2494462.659,-73.37,298.28,2739.4
2494472.65,-48.45,207.24,2001.89
2494482.643,-44.85,199.55,1954.74
2494492.633,-41.57,175.59,1752.17
2494502.624,-37.35,151.2,1548.44
2494512.618,-40.43,168.63,1700.0
2494522.641,-40.55,169.81,1708.77
2494532.629,-39.61,165.73,1672.05
2494542.622,-39.52,165.53,1673.17
2494552.613,-37.35,151.95,1564.18
2494562.609,-31.83,123.5,1329.78
2494572.595,-33.33,127.97,1366.98
2494582.586,-34.17,128.98,1372.18
2494592.581,-33.62,129.43,1375.6
2494602.574,-33.57,132.66,1404.48
2494612.564,-33.07,127.03,1353.81
2494622.555,-31.62,116.73,1264.27
2494632.576,-31.04,113.65,1244.92
2494642.572,-30.44,110.96,1228.43
2494652.558,-29.02,104.06,1162.95
2494662.553,-25.7,87.42,1008.83
2494672.545,-26.18,89.44,1034.57
2494682.537,-26.35,90.58,1053.35
2494692.527,-26.79,90.42,1057.38
2494702.517,-26.49,87.22,1028.39
2494712.512,-25.37,83.91,1006.05
2494722.505,-31.62,125.99,1412.02
2494732.491,-48.88,168.63,1918.6
2494742.485,-62.82,132.45,2153.33
2494752.477,-67.03,83.03,2460.92
2494762.473,0.0,0.0,0.0
2494772.489,0.0,0.0,0.0
2494782.481,0.0,0.0,0.0
2494792.475,0.0,0.0,0.0
2494802.467,0.0,0.0,0.0
2494812.456,0.0,0.0,0.0
2494822.447,0.0,0.0,0.0
2494832.439,0.0,0.0,0.0
2494842.435,-73.95,-100.98,2160.62
2494852.421,-55.15,-55.22,2404.58
2494862.415,-47.83,-43.41,2376.11
2494872.408,-35.45,-25.46,1514.47
2494882.399,-12.93,2.27,739.2
2494892.389,-33.5,55.46,1649.01
2494902.41,-41.65,103.68,1937.63
2494912.406,-62.14,207.27,2828.82
2494922.398,-51.87,182.13,2417.23
2494932.386,-31.54,122.32,1499.54
2494942.38,-60.06,279.69,2813.89
2494952.37,-71.0,331.51,3323.13
2494962.366,-60.72,285.21,2931.22
2494972.353,-51.5,256.78,2684.8
2494982.344,-38.94,203.42,2173.9
2494992.339,-35.71,187.16,1988.85
2495002.331,-44.13,231.65,2380.41
2495012.321,-47.92,257.38,2582.39
2495022.342,-51.97,289.4,2841.47
2495032.335,-53.85,306.6,3014.97
2495042.331,-53.83,305.2,3028.72
2495052.315,-54.49,308.87,3067.36
2495062.311,-58.39,330.99,3278.79
2495072.301,-61.35,344.81,3417.97
2495082.294,-69.58,391.51,3846.07
2495092.284,-75.84,438.24,4290.28
2495102.275,-79.47,471.44,4653.39
2495112.27,-87.72,513.51,5088.66
2495122.262,-73.38,379.76,3821.03
2495132.28,-69.37,358.49,3610.16
2495142.275,-68.65,418.26,4173.24
2495152.264,-66.26,425.02,4239.96
2495162.262,-58.35,366.06,3698.31
2495172.247,-56.23,365.15,3641.71
2495182.239,-58.18,500.98,4800.24
2495192.235,19.85,252.21,2591.82
2495202.226,82.72,88.63,1204.74
2495212.216,182.01,171.24,2065.47
2495222.207,235.27,218.91,2553.0
2495232.201,235.96,201.17,2408.1
2495242.194,283.05,230.15,2782.65
2495252.18,301.39,242.42,2950.89
2495262.174,270.54,215.38,2657.24
2495272.166,254.07,202.1,2525.18
2495282.162,243.3,177.59,2325.81
2495292.178,58.87,75.52,1050.32
2495302.169,-29.13,61.27,814.21
2495312.165,-76.34,130.83,1509.83
2495322.156,-130.19,190.72,2077.13
2495332.147,-173.29,257.35,2655.28
2495342.138,-196.95,291.15,2957.48
2495352.129,-179.87,264.29,2708.04
2495362.125,-175.89,259.04,2659.28
2495372.111,-184.0,272.52,2797.95
2495382.106,-177.43,262.13,2718.82
2495392.097,-158.97,232.74,2451.15
2495402.089,-162.85,239.24,2524.2
2495412.08,-176.66,263.25,2769.04
2495422.101,-169.38,252.9,2694.37
