gidx,timestamp,pupil_center_left_x,pupil_center_left_y,pupil_center_left_z,pupil_center_right_x,pupil_center_right_y,pupil_center_right_z,pupil_diameter_left,pupil_diameter_right,gaze_direction_left_x,gaze_direction_left_y,gaze_direction_left_z,gaze_direction_right_x,gaze_direction_right_y,gaze_direction_right_z,gaze_position_x,gaze_position_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z
39113,2112019099,32.64,-18.12,-31.06,-30.55,-14.45,-32.29,3.75,3.9,-0.1081,-0.0518,0.9928,-0.046,-0.0462,0.9979,0.5419,0.5747,-75.98,-65.19,962.07
39114,2112029084,32.43,-18.15,-31.02,-30.58,-14.06,-32.36,3.75,3.88,-0.1069,-0.0421,0.9934,-0.0462,-0.0576,0.9973,0.5416,0.5757,-74.75,-65.37,951.88
39115,2112039079,32.65,-18.11,-31.06,-30.57,-14.47,-32.27,3.71,3.83,-0.1089,-0.0526,0.9927,-0.0438,-0.0478,0.9979,0.5415,0.5769,-72.02,-64.26,919.52
39116,2112049071,32.43,-18.15,-31.03,-30.58,-14.07,-32.34,3.73,3.84,-0.1079,-0.0418,0.9933,-0.0446,-0.0598,0.9972,0.5415,0.5778,-70.49,-63.66,900.23
39117,2112059067,32.66,-18.11,-31.07,-30.57,-14.47,-32.27,3.68,3.79,-0.1103,-0.0524,0.9925,-0.0431,-0.0496,0.9978,0.5417,0.5784,-70.5,-63.8,895.93
39118,2112069053,32.44,-18.14,-31.04,-30.59,-14.09,-32.33,3.69,3.8,-0.1086,-0.0421,0.9932,-0.0453,-0.0605,0.9971,0.5419,0.5785,-70.99,-64.02,897.8
39119,2112079044,32.67,-18.1,-31.07,-30.58,-14.46,-32.28,3.63,3.75,-0.1108,-0.0522,0.9925,-0.0437,-0.0507,0.9978,0.542,0.5788,-71.31,-64.4,899.77
39120,2112089039,32.45,-18.13,-31.05,-30.59,-14.1,-32.33,3.64,3.77,-0.109,-0.0435,0.9931,-0.0452,-0.0616,0.9971,0.542,0.58,-70.74,-64.95,892.98
39121,2112099031,32.68,-18.09,-31.09,-30.58,-14.46,-32.28,3.6,3.71,-0.1107,-0.0537,0.9924,-0.0429,-0.0523,0.9977,0.5418,0.5807,-70.19,-65.31,889.86
39122,2112109021,32.45,-18.12,-31.06,-30.59,-14.11,-32.31,3.61,3.72,-0.1087,-0.0443,0.9931,-0.044,-0.062,0.9971,0.5415,0.5809,-69.36,-65.08,884.49
39123,2112119043,32.69,-18.08,-31.1,-30.58,-14.47,-32.27,3.56,3.68,-0.1104,-0.0541,0.9924,-0.0418,-0.0525,0.9977,0.5413,0.5812,-68.71,-65.04,879.67
39124,2112129034,32.46,-18.11,-31.07,-30.59,-14.12,-32.3,3.57,3.67,-0.1086,-0.0445,0.9931,-0.0434,-0.0634,0.997,0.5413,0.5821,-68.08,-65.11,870.99
39125,2112139030,32.7,-18.07,-31.12,-30.58,-14.47,-32.27,3.52,3.64,-0.1103,-0.0549,0.9924,-0.0416,-0.0536,0.9977,0.5412,0.5824,-68.46,-65.85,877.84
39126,2112149016,32.47,-18.1,-31.09,-30.59,-14.13,-32.29,3.54,3.62,-0.1082,-0.0462,0.9931,-0.0436,-0.0637,0.997,0.5412,0.5827,-69.23,-66.9,887.75
39127,2112159011,32.7,-18.06,-31.13,-30.59,-14.47,-32.27,3.48,3.6,-0.1101,-0.0565,0.9923,-0.0416,-0.0536,0.9977,0.5411,0.5832,-68.42,-66.61,878.9
39128,2112169003,32.47,-18.09,-31.1,-30.59,-14.13,-32.3,3.5,3.59,-0.1089,-0.0472,0.9929,-0.0416,-0.0633,0.9971,0.5408,0.5837,-66.67,-65.75,861.92
39129,2112178994,32.71,-18.06,-31.14,-30.58,-14.49,-32.26,3.45,3.57,-0.1098,-0.0577,0.9923,-0.04,-0.0528,0.9978,0.5406,0.5839,-65.88,-65.55,856.53
39130,2112188984,32.47,-18.08,-31.11,-30.59,-14.13,-32.29,3.48,3.56,-0.1088,-0.0486,0.9929,-0.0397,-0.0619,0.9973,0.5402,0.5839,-65.03,-65.17,852.02
39131,2112198975,32.72,-18.05,-31.15,-30.58,-14.51,-32.24,3.41,3.53,-0.1094,-0.0585,0.9923,-0.0382,-0.0515,0.9979,0.5399,0.5842,-63.28,-64.14,834.92
39132,2112208970,32.47,-18.07,-31.13,-30.59,-14.15,-32.28,3.45,3.52,-0.1094,-0.0494,0.9928,-0.0373,-0.0609,0.9974,0.5397,0.5845,-62.16,-63.52,823.51
39133,2112218963,32.72,-18.05,-31.16,-30.58,-14.53,-32.23,3.38,3.49,-0.1091,-0.0588,0.9923,-0.0368,-0.0502,0.9981,0.5394,0.5842,-61.25,-62.77,817.39
39134,2112228979,32.48,-18.07,-31.14,-30.59,-14.16,-32.27,3.42,3.5,-0.1092,-0.0497,0.9928,-0.0356,-0.059,0.9976,0.5391,0.5839,-60.49,-62.22,812.43
39135,2112238973,32.72,-18.04,-31.17,-30.58,-14.53,-32.23,3.35,3.46,-0.1085,-0.0593,0.9923,-0.0362,-0.0487,0.9982,0.539,0.5838,-60.12,-61.88,808.97
39136,2112248965,32.48,-18.06,-31.15,-30.6,-14.17,-32.27,3.39,3.47,-0.109,-0.0502,0.9928,-0.0345,-0.0578,0.9977,0.5387,0.5837,-59.42,-61.5,804.84
39137,2112258962,32.73,-18.04,-31.18,-30.58,-14.52,-32.23,3.32,3.42,-0.1077,-0.0586,0.9925,-0.0347,-0.0495,0.9982,0.5383,0.5839,-59.1,-61.87,808.15
39138,2112268946,32.48,-18.06,-31.16,-30.6,-14.18,-32.25,3.36,3.43,-0.1078,-0.0511,0.9929,-0.0338,-0.0579,0.9977,0.5381,0.5841,-59.09,-62.36,812.04
39139,2112278938,32.73,-18.04,-31.18,-30.59,-14.51,-32.24,3.29,3.39,-0.1076,-0.0583,0.9925,-0.0341,-0.0506,0.9981,0.5381,0.5843,-58.71,-62.13,807.12
39140,2112288934,32.48,-18.05,-31.16,-30.6,-14.18,-32.26,3.33,3.4,-0.108,-0.0501,0.9929,-0.0338,-0.0592,0.9977,0.5382,0.5844,-58.83,-62.14,806.65
39141,2112298925,32.73,-18.04,-31.19,-30.6,-14.49,-32.27,3.27,3.36,-0.1077,-0.0574,0.9925,-0.0342,-0.0525,0.998,0.5381,0.5846,-59.39,-62.95,815.02
39142,2112308915,32.48,-18.05,-31.17,-30.61,-14.17,-32.26,3.3,3.37,-0.1068,-0.0504,0.993,-0.0344,-0.0607,0.9976,0.5379,0.5849,-59.74,-63.87,823.49
39143,2112318906,32.73,-18.04,-31.19,-30.61,-14.47,-32.29,3.24,3.32,-0.1078,-0.0578,0.9925,-0.0342,-0.0546,0.9979,0.5381,0.5859,-59.53,-64.12,816.56
39144,2112328897,32.48,-18.05,-31.18,-30.61,-14.17,-32.26,3.29,3.34,-0.1074,-0.0499,0.993,-0.034,-0.0625,0.9975,0.538,0.5861,-58.67,-63.45,806.6
39145,2112338894,32.73,-18.04,-31.19,-30.61,-14.48,-32.27,3.23,3.3,-0.1081,-0.0575,0.9925,-0.0327,-0.0542,0.998,0.5378,0.5861,-57.63,-62.73,796.98
39146,2112348910,32.49,-18.04,-31.18,-30.61,-14.18,-32.26,3.27,3.31,-0.1075,-0.0492,0.993,-0.0328,-0.0627,0.9975,0.5377,0.5863,-57.04,-62.34,790.09
39147,2112358906,32.74,-18.04,-31.19,-30.6,-14.5,-32.25,3.21,3.26,-0.1084,-0.0581,0.9924,-0.032,-0.0533,0.9981,0.5377,0.5864,-56.5,-61.85,783.26
39148,2112368897,32.49,-18.04,-31.19,-30.6,-14.18,-32.25,3.25,3.28,-0.1081,-0.049,0.9929,-0.0319,-0.0629,0.9975,0.5376,0.5868,-55.75,-61.39,773.76
39149,2112378889,32.74,-18.04,-31.19,-30.6,-14.51,-32.24,3.2,3.22,-0.1085,-0.0586,0.9924,-0.0308,-0.0537,0.9981,0.5373,0.5873,-55.07,-61.43,769.38
39150,2112388878,32.49,-18.04,-31.19,-30.6,-14.19,-32.24,3.23,3.25,-0.108,-0.0498,0.9929,-0.0306,-0.0623,0.9976,0.5372,0.5872,-54.56,-61.01,764.81
39151,2112398869,32.74,-18.04,-31.19,-30.59,-14.54,-32.22,3.18,3.21,-0.1081,-0.0596,0.9924,-0.0303,-0.0515,0.9982,0.537,0.5869,-54.1,-60.48,760.93
39152,2112408866,32.49,-18.03,-31.2,-30.59,-14.2,-32.23,3.21,3.23,-0.1081,-0.0496,0.9929,-0.0301,-0.0611,0.9977,0.5371,0.5865,-54.15,-60.24,761.23
39153,2112418856,32.74,-18.04,-31.2,-30.59,-14.54,-32.22,3.17,3.19,-0.1079,-0.06,0.9924,-0.031,-0.0496,0.9983,0.5372,0.586,-54.47,-60.02,763.01
39154,2112428842,32.49,-18.03,-31.2,-30.59,-14.21,-32.23,3.18,3.21,-0.1082,-0.0499,0.9929,-0.0308,-0.0606,0.9977,0.5373,0.5861,-54.99,-60.55,768.68
39155,2112438838,32.74,-18.04,-31.21,-30.59,-14.54,-32.22,3.15,3.16,-0.1085,-0.0603,0.9923,-0.0312,-0.051,0.9982,0.5374,0.587,-54.72,-60.62,762.23
39156,2112448829,32.49,-18.04,-31.21,-30.59,-14.21,-32.23,3.16,3.18,-0.109,-0.0501,0.9928,-0.0308,-0.0619,0.9976,0.5376,0.5873,-54.61,-60.58,758.5
39157,2112458825,32.75,-18.03,-31.22,-30.59,-14.53,-32.23,3.13,3.15,-0.1091,-0.0604,0.9922,-0.0315,-0.0518,0.9982,0.5377,0.5876,-55.01,-60.93,760.91
39158,2112468810,32.49,-18.04,-31.21,-30.59,-14.21,-32.23,3.13,3.16,-0.1094,-0.0498,0.9928,-0.0315,-0.0628,0.9975,0.5379,0.5877,-55.02,-60.84,758.52
39159,2112478831,32.75,-18.03,-31.23,-30.59,-14.54,-32.23,3.11,3.14,-0.11,-0.0607,0.9921,-0.0319,-0.051,0.9982,0.5381,0.5876,-54.94,-60.28,752.91
39160,2112488827,32.5,-18.05,-31.21,-30.59,-14.21,-32.23,3.11,3.14,-0.1107,-0.0491,0.9926,-0.0319,-0.0631,0.9975,0.5384,0.5879,-54.94,-60.11,747.87
39161,2112498821,32.75,-18.03,-31.24,-30.59,-14.52,-32.24,3.1,3.12,-0.1114,-0.06,0.992,-0.0321,-0.0524,0.9981,0.5387,0.5882,-55.18,-60.27,747.24
39162,2112508810,32.5,-18.06,-31.2,-30.59,-14.21,-32.23,3.1,3.12,-0.1112,-0.0488,0.9926,-0.0319,-0.0643,0.9974,0.5386,0.5888,-54.48,-59.94,738.19
39163,2112518801,32.76,-18.03,-31.25,-30.59,-14.53,-32.23,3.08,3.1,-0.112,-0.0594,0.9919,-0.0302,-0.0548,0.998,0.5383,0.5898,-53.43,-59.97,729.71
39164,2112528792,32.51,-18.07,-31.21,-30.59,-14.22,-32.23,3.08,3.1,-0.1113,-0.0496,0.9925,-0.0307,-0.0655,0.9974,0.5382,0.5903,-53.1,-59.96,725.54
39165,2112538787,32.76,-18.03,-31.26,-30.59,-14.52,-32.24,3.06,3.09,-0.1122,-0.0595,0.9919,-0.0303,-0.0555,0.998,0.5383,0.5903,-53.54,-60.3,729.94
39166,2112548773,32.51,-18.07,-31.21,-30.59,-14.22,-32.23,3.07,3.09,-0.1112,-0.05,0.9925,-0.0312,-0.0655,0.9974,0.5383,0.5903,-53.74,-60.48,732.28
39167,2112558768,32.77,-18.03,-31.26,-30.59,-14.52,-32.24,3.05,3.08,-0.1123,-0.0597,0.9919,-0.0304,-0.0562,0.998,0.5384,0.5907,-53.72,-60.71,731.34
39168,2112568760,32.52,-18.07,-31.21,-30.59,-14.22,-32.22,3.06,3.08,-0.1111,-0.0507,0.9925,-0.0315,-0.0658,0.9973,0.5384,0.5907,-54.15,-61.17,736.93
39169,2112578752,32.77,-18.03,-31.27,-30.59,-14.52,-32.23,3.03,3.07,-0.1115,-0.0601,0.9919,-0.031,-0.0566,0.9979,0.5383,0.5907,-54.53,-61.79,744.2
39170,2112588741,32.52,-18.07,-31.21,-30.59,-14.22,-32.22,3.04,3.07,-0.11,-0.0515,0.9926,-0.0318,-0.0662,0.9973,0.5381,0.5908,-54.88,-62.46,751.3
39171,2112598732,32.78,-18.03,-31.27,-30.58,-14.53,-32.23,3.01,3.06,-0.1105,-0.0604,0.992,-0.0314,-0.0573,0.9979,0.5381,0.5907,-55.39,-63.0,758.88
39172,2112608729,32.52,-18.07,-31.21,-30.59,-14.22,-32.22,3.03,3.07,-0.1094,-0.0518,0.9926,-0.0324,-0.0659,0.9973,0.5381,0.5904,-55.78,-63.22,763.97
39173,2112618750,32.78,-18.03,-31.28,-30.58,-14.54,-32.21,3.0,3.06,-0.1101,-0.0608,0.9921,-0.032,-0.0558,0.9979,0.5382,0.5899,-55.93,-62.99,765.56
39174,2112628736,32.53,-18.07,-31.22,-30.59,-14.23,-32.21,3.03,3.06,-0.1091,-0.0513,0.9927,-0.0326,-0.0655,0.9973,0.5381,0.5897,-56.13,-63.13,769.05
39175,2112638731,32.79,-18.03,-31.28,-30.58,-14.55,-32.21,2.99,3.05,-0.1096,-0.0606,0.9921,-0.0321,-0.0561,0.9979,0.538,0.5897,-56.24,-63.39,772.15
39176,2112648724,32.53,-18.07,-31.22,-30.59,-14.23,-32.21,3.02,3.06,-0.1087,-0.0514,0.9927,-0.0329,-0.0656,0.9973,0.538,0.5896,-56.58,-63.69,776.51
39177,2112658719,32.79,-18.02,-31.29,-30.57,-14.55,-32.2,2.98,3.05,-0.1091,-0.0602,0.9922,-0.0325,-0.0559,0.9979,0.538,0.5891,-56.91,-63.78,782.69
39178,2112668704,32.53,-18.06,-31.23,-30.58,-14.23,-32.2,3.01,3.06,-0.1081,-0.0513,0.9928,-0.0336,-0.0651,0.9973,0.5381,0.5889,-57.62,-64.27,790.45
39179,2112678696,32.8,-18.02,-31.29,-30.58,-14.54,-32.21,2.97,3.04,-0.1087,-0.0597,0.9923,-0.0333,-0.0566,0.9978,0.5381,0.5887,-58.16,-64.7,797.64
39180,2112688691,32.54,-18.05,-31.24,-30.58,-14.23,-32.21,3.01,3.05,-0.1076,-0.0517,0.9928,-0.0339,-0.065,0.9973,0.538,0.5887,-58.19,-64.93,800.09
39181,2112698684,32.81,-18.02,-31.3,-30.57,-14.53,-32.21,2.97,3.02,-0.1084,-0.0599,0.9923,-0.0331,-0.0573,0.9978,0.5379,0.5891,-58.06,-65.18,799.02
39182,2112708673,32.54,-18.05,-31.25,-30.58,-14.23,-32.21,3.0,3.03,-0.1074,-0.053,0.9928,-0.0337,-0.0657,0.9973,0.5378,0.5897,-58.18,-65.88,802.31
39183,2112718664,32.81,-18.01,-31.31,-30.58,-14.52,-32.23,2.96,3.01,-0.1081,-0.0601,0.9923,-0.0331,-0.0596,0.9977,0.5378,0.5904,-58.28,-66.52,804.12
39184,2112728686,32.55,-18.04,-31.26,-30.58,-14.22,-32.21,2.99,3.03,-0.1073,-0.0538,0.9928,-0.0332,-0.0663,0.9973,0.5376,0.5906,-57.71,-66.27,799.14
39185,2112738681,32.82,-18.01,-31.32,-30.57,-14.53,-32.21,2.95,3.0,-0.1078,-0.0606,0.9923,-0.0321,-0.059,0.9977,0.5374,0.5906,-57.15,-66.04,796.18
39186,2112748668,32.55,-18.04,-31.27,-30.58,-14.22,-32.21,2.99,3.02,-0.1069,-0.0543,0.9928,-0.0321,-0.0658,0.9973,0.5372,0.5907,-56.76,-66.0,794.65
39187,2112758663,32.83,-18.01,-31.33,-30.57,-14.53,-32.21,2.95,3.0,-0.1074,-0.0615,0.9923,-0.0316,-0.059,0.9978,0.5371,0.5911,-56.63,-66.23,794.06
39188,2112768654,32.56,-18.03,-31.28,-30.58,-14.22,-32.21,2.98,3.01,-0.1067,-0.0552,0.9928,-0.0315,-0.0666,0.9973,0.5369,0.5917,-56.18,-66.47,790.74
39189,2112778646,32.84,-18.01,-31.34,-30.57,-14.53,-32.2,2.94,2.98,-0.1074,-0.0622,0.9923,-0.0308,-0.0607,0.9977,0.5368,0.5926,-55.88,-66.87,787.96
39190,2112788636,32.56,-18.02,-31.3,-30.57,-14.22,-32.2,2.98,3.01,-0.1066,-0.0556,0.9927,-0.0305,-0.0675,0.9973,0.5366,0.5928,-54.92,-66.29,779.17
39191,2112798627,32.85,-18.0,-31.35,-30.56,-14.56,-32.17,2.94,2.98,-0.1073,-0.0625,0.9923,-0.0299,-0.0596,0.9978,0.5365,0.5925,-54.65,-65.87,776.49
39192,2112808622,32.56,-18.01,-31.31,-30.57,-14.23,-32.19,2.98,3.01,-0.107,-0.0551,0.9927,-0.0299,-0.0667,0.9973,0.5365,0.5924,-54.22,-65.25,770.6
39193,2112818614,32.85,-17.99,-31.37,-30.56,-14.58,-32.15,2.95,2.97,-0.1073,-0.0627,0.9922,-0.029,-0.0586,0.9979,0.5363,0.5924,-53.52,-64.83,765.3
39194,2112828630,32.56,-18.0,-31.33,-30.57,-14.24,-32.18,2.98,3.01,-0.1064,-0.0559,0.9928,-0.0287,-0.066,0.9974,0.536,0.5924,-53.33,-65.12,768.19
39195,2112838625,32.86,-17.99,-31.38,-30.55,-14.59,-32.13,2.95,2.96,-0.1065,-0.063,0.9923,-0.0285,-0.059,0.9979,0.5358,0.5926,-53.23,-65.36,769.11
39196,2112848618,32.57,-18.0,-31.34,-30.57,-14.25,-32.17,2.98,3.0,-0.1058,-0.0568,0.9928,-0.0282,-0.066,0.9974,0.5356,0.5929,-53.03,-65.64,770.15
39197,2112858614,32.87,-17.98,-31.39,-30.55,-14.61,-32.1,2.95,2.95,-0.1059,-0.063,0.9924,-0.0273,-0.0593,0.9979,0.5353,0.593,-52.12,-65.15,763.12
39198,2112868599,32.57,-18.0,-31.34,-30.56,-14.26,-32.15,2.97,2.99,-0.1055,-0.0569,0.9928,-0.0265,-0.0653,0.9975,0.535,0.5929,-51.4,-64.64,758.05
39199,2112878590,32.87,-17.98,-31.4,-30.55,-14.64,-32.08,2.95,2.94,-0.1052,-0.0632,0.9924,-0.0256,-0.0584,0.998,0.5345,0.5929,-50.43,-64.16,752.2
39200,2112888585,32.57,-18.0,-31.35,-30.56,-14.28,-32.14,2.97,2.99,-0.1047,-0.0571,0.9929,-0.0254,-0.0652,0.9975,0.5344,0.593,-50.52,-64.56,755.83
39201,2112898578,32.88,-17.98,-31.41,-30.55,-14.63,-32.09,2.95,2.94,-0.1046,-0.0635,0.9925,-0.0256,-0.0596,0.9979,0.5344,0.5935,-50.71,-65.23,759.67
39202,2112908567,32.58,-17.99,-31.36,-30.56,-14.28,-32.14,2.97,2.98,-0.104,-0.0583,0.9929,-0.0254,-0.0659,0.9975,0.5342,0.5938,-50.68,-65.74,762.79
39203,2112918558,32.88,-17.98,-31.43,-30.55,-14.63,-32.09,2.94,2.94,-0.1037,-0.0639,0.9926,-0.0252,-0.0604,0.9979,0.5339,0.594,-50.5,-66.08,765.31
39204,2112928550,32.58,-17.99,-31.37,-30.56,-14.28,-32.13,2.96,2.98,-0.1031,-0.0591,0.9929,-0.0252,-0.0665,0.9975,0.5338,0.5943,-50.78,-66.8,771.01
39205,2112938546,32.89,-17.98,-31.45,-30.55,-14.62,-32.1,2.94,2.93,-0.1032,-0.0641,0.9926,-0.0252,-0.0614,0.9978,0.5337,0.5944,-50.7,-66.93,771.53
39206,2112948562,32.58,-18.01,-31.36,-30.56,-14.29,-32.12,2.96,2.97,-0.103,-0.0586,0.9929,-0.0248,-0.0675,0.9974,0.5337,0.5948,-50.19,-66.64,764.75
39207,2112958558,32.89,-17.98,-31.45,-30.55,-14.61,-32.11,2.94,2.92,-0.1028,-0.064,0.9926,-0.0246,-0.0628,0.9977,0.5334,0.5951,-50.31,-67.44,771.13
39208,2112968548,32.59,-18.01,-31.35,-30.56,-14.29,-32.12,2.96,2.96,-0.1018,-0.0591,0.993,-0.025,-0.0688,0.9973,0.5333,0.5954,-50.59,-68.19,777.67
39209,2112978540,32.9,-17.99,-31.44,-30.56,-14.59,-32.12,2.94,2.92,-0.1024,-0.0639,0.9927,-0.0252,-0.0643,0.9976,0.5335,0.5955,-51.19,-68.79,783.56
39210,2112988530,32.59,-18.03,-31.34,-30.56,-14.29,-32.12,2.95,2.96,-0.1018,-0.0594,0.993,-0.0253,-0.0695,0.9973,0.5334,0.5959,-50.85,-68.74,779.97
39211,2112998521,32.9,-18.0,-31.43,-30.55,-14.61,-32.1,2.93,2.91,-0.1023,-0.0643,0.9927,-0.0245,-0.0647,0.9976,0.5332,0.5962,-50.43,-68.73,776.96
39212,2113008517,32.59,-18.04,-31.34,-30.56,-14.3,-32.1,2.95,2.96,-0.1015,-0.0596,0.993,-0.0245,-0.07,0.9972,0.5331,0.5964,-50.11,-68.68,774.85
39213,2113018509,32.89,-18.02,-31.41,-30.55,-14.62,-32.09,2.93,2.91,-0.1025,-0.0646,0.9926,-0.0242,-0.0649,0.9976,0.5332,0.5966,-50.09,-68.56,771.85
39214,2113028493,32.59,-18.04,-31.33,-30.56,-14.31,-32.09,2.95,2.96,-0.1021,-0.0593,0.993,-0.0242,-0.0704,0.9972,0.5332,0.5968,-49.54,-68.05,764.05
39215,2113038488,32.89,-18.03,-31.4,-30.55,-14.64,-32.07,2.92,2.9,-0.103,-0.0648,0.9926,-0.0239,-0.0643,0.9976,0.5333,0.5967,-49.57,-67.85,762.62
