Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Ungrouped
0,133943636,,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),RecordingStart,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixation,145,1,953,296,
0,133943636,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,957,303,4.3992,451.1751,2161.9641,0.00223,0.20884,0.97795,0.00251,0.21179,0.97731,31.43,-20.73,-34.1,-33.31,-21.45,-32.56,4.535,4.188,4.361,Valid,Valid,,,,Fixation,145,1,953,296,
9990,133953626,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,958,300,3.1352,482.277,2282.3677,-0.01005,0.21699,0.97612,0.01358,0.20785,0.97807,31.41,-21.04,-33.97,-33.5,-21.26,-32.59,4.542,4.205,4.37,Valid,Valid,,,,Fixation,145,1,953,296,
19981,133963617,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,956,300,8.5671,524.2602,2474.0835,0.00296,0.20956,0.97779,0.00443,0.21554,0.97648,31.43,-20.75,-34.07,-33.29,-21.52,-32.43,4.533,4.213,4.372,Valid,Valid,,,,Fixation,145,1,953,296,
29977,133973613,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,955,300,8.602,469.8032,2220.189,-0.00895,0.21626,0.97629,0.01733,0.20947,0.97766,31.41,-21.05,-33.97,-33.5,-21.31,-32.5,4.545,4.209,4.378,Valid,Valid,,,,Fixation,145,1,953,296,
39969,133983605,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,955,298,8.3719,424.068,1990.6638,0.00419,0.21264,0.97712,0.00478,0.21706,0.97615,31.42,-20.76,-34.04,-33.3,-21.54,-32.42,4.525,4.226,4.377,Valid,Valid,,,,Fixation,145,1,953,296,
49954,133993590,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,954,297,9.5953,427.3838,1992.2787,-0.0091,0.22054,0.97534,0.01938,0.21186,0.97711,31.4,-21.05,-33.96,-33.52,-21.34,-32.47,4.552,4.221,4.385,Valid,Valid,,,,Fixation,145,1,953,296,
59949,134003585,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,953,296,12.2657,453.335,2108.1633,0.00554,0.21366,0.97689,0.00649,0.21901,0.9757,31.42,-20.76,-34.04,-33.31,-21.55,-32.4,4.533,4.225,4.388,Valid,Valid,,,,Fixation,145,1,953,296,
69941,134013577,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,951,295,16.1978,458.2026,2118.6667,-0.0069,0.21759,0.97601,0.02257,0.21726,0.97585,31.4,-21.06,-33.95,-33.52,-21.36,-32.45,4.561,4.253,4.396,Valid,Valid,,,,Fixation,145,1,953,296,
79937,134023573,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,951,294,13.4775,393.4203,1814.519,0.00748,0.21738,0.97606,0.00773,0.22049,0.97536,31.43,-20.77,-34.04,-33.31,-21.57,-32.38,4.549,4.239,4.396,Valid,Valid,,,,Fixation,145,1,953,296,
89953,134033589,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,951,293,13.6778,386.9129,1780.0726,-0.00915,0.22206,0.97499,0.02502,0.21704,0.97584,31.41,-21.07,-33.93,-33.52,-21.38,-32.44,4.571,4.264,4.407,Valid,Valid,,,,Fixation,145,1,953,296,
99943,134043579,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,951,294,12.9838,379.1669,1748.5463,0.00747,0.21753,0.97602,0.00776,0.22093,0.97526,31.43,-20.78,-34.03,-33.31,-21.58,-32.37,4.548,4.244,4.405,Valid,Valid,,,,Fixation,145,1,953,296,
109938,134053574,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,949,293,22.2036,531.8511,2447.4829,-0.00359,0.2182,0.9759,0.0219,0.21696,0.97593,31.41,-21.09,-33.91,-33.52,-21.36,-32.48,4.571,4.283,4.417,Valid,Valid,,,,Fixation,145,1,953,296,
119932,134063568,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,949,290,30.266,713.4061,3245.4368,0.00962,0.20822,0.97803,0.00894,0.22901,0.97338,31.43,-20.78,-34.02,-33.31,-21.58,-32.38,4.554,4.257,4.407,Valid,Valid,,,,Fixation,145,1,953,296,
129922,134073558,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,950,291,27.7927,714.0242,3251.5066,-0.00079,0.21998,0.9755,0.01794,0.21685,0.97604,31.42,-21.11,-33.89,-33.51,-21.35,-32.51,4.582,4.297,4.427,Valid,Valid,,,,Fixation,145,1,953,296,
139912,134083548,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,950,292,26.7579,702.7619,3216.9375,0.00784,0.20786,0.97813,0.00878,0.22694,0.97387,31.43,-20.79,-34.01,-33.31,-21.57,-32.41,4.558,4.255,4.436,Valid,Valid,,,,Fixation,145,1,953,296,
149904,134093540,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,959,284,1.7741,727.2056,3215.5891,-0.00884,0.22519,0.97428,0.01053,0.22381,0.97458,31.42,-21.13,-33.85,-33.53,-21.38,-32.46,4.588,4.289,4.442,Valid,Valid,,,,Saccade,10,1,,,
159900,134103536,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1000,250,-85.4158,649.7194,2530.5894,-0.01523,0.23569,0.97171,-0.04835,0.27028,0.96157,31.16,-20.79,-33.88,-33.36,-21.67,-32.21,4.618,4.429,4.521,Valid,Valid,,,,Unclassified,10,1,,,
389765,134333401,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1036,241,-43.7592,176.9445,667.2908,-0.06139,0.2825,0.9573,-0.05507,0.26095,0.96378,31.09,-21.09,-33.73,-33.72,-21.29,-32.55,4.735,4.425,4.552,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
399758,134343394,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1070,258,-25.6584,67.2268,267.2701,-0.0491,0.26532,0.96291,-0.10753,0.29814,0.94845,31.03,-20.78,-33.83,-33.43,-21.64,-32.22,4.676,4.468,4.561,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
409747,134353383,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1041,247,-37.416,138.4338,532.1826,-0.06428,0.28295,0.95698,-0.05821,0.25934,0.96403,31.04,-21.08,-33.71,-33.75,-21.28,-32.55,4.74,4.444,4.593,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
419739,134363375,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1043,249,-35.9448,130.1061,502.8895,-0.04531,0.26183,0.96405,-0.07916,0.28038,0.95662,31.01,-20.78,-33.81,-33.47,-21.59,-32.29,4.678,4.474,4.573,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
429735,134373371,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1045,259,-26.2212,88.7445,355.5412,-0.06561,0.28836,0.95527,-0.05709,0.25456,0.96537,31.03,-21.09,-33.7,-33.77,-21.26,-32.57,4.751,4.45,4.595,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
439757,134383393,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1046,258,-26.8489,90.5124,360.678,-0.0474,0.26357,0.96347,-0.07768,0.2813,0.95647,31.01,-20.78,-33.8,-33.45,-21.64,-32.22,4.68,4.466,4.568,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
445218,134388854,,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),SyncPortOutHigh,,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
449743,134393379,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1042,246,-38.2383,140.429,537.7678,-0.06623,0.28553,0.95608,-0.05773,0.25801,0.96442,31.03,-21.09,-33.7,-33.76,-21.28,-32.54,4.742,4.446,4.596,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
459737,134403373,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1041,246,-39.1914,145.3448,556.6079,-0.04902,0.26279,0.96361,-0.07473,0.27982,0.95714,31.01,-20.79,-33.8,-33.45,-21.65,-32.21,4.672,4.456,4.563,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
469729,134413365,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1042,250,-34.7689,126.2211,490.1873,-0.06619,0.28595,0.95596,-0.05635,0.25508,0.96528,31.03,-21.09,-33.69,-33.76,-21.29,-32.52,4.743,4.435,4.585,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
479726,134423362,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1042,249,-36.3815,132.9093,514.5737,-0.05049,0.26322,0.96341,-0.07295,0.27761,0.95792,31.01,-20.79,-33.8,-33.45,-21.65,-32.19,4.678,4.432,4.555,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
489710,134433346,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1040,243,-47.2556,180.299,683.2535,-0.06673,0.28349,0.95665,-0.05629,0.25686,0.96481,31.04,-21.09,-33.69,-33.76,-21.3,-32.51,4.735,4.423,4.579,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
499705,134443341,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1039,244,-46.9054,180.2509,684.8755,-0.05149,0.26294,0.96344,-0.07085,0.27644,0.95842,31.02,-20.79,-33.8,-33.46,-21.65,-32.19,4.674,4.411,4.544,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
509697,134453333,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1041,250,-36.4061,133.7804,519.8136,-0.06618,0.2848,0.9563,-0.05553,0.25376,0.96567,31.04,-21.09,-33.69,-33.77,-21.31,-32.49,4.74,4.401,4.563,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
519690,134463326,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1041,254,-33.9556,122.467,481.1416,-0.05094,0.26255,0.96357,-0.07152,0.27472,0.95886,31.02,-20.79,-33.8,-33.47,-21.65,-32.19,4.677,4.405,4.541,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
529679,134473315,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1041,255,-33.9764,122.9523,485.3766,-0.0653,0.28272,0.95698,-0.05558,0.25183,0.96617,31.05,-21.09,-33.68,-33.77,-21.31,-32.48,4.722,4.385,4.561,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
539670,134483306,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1040,256,-33.0193,120.0642,475.5387,-0.04893,0.26003,0.96436,-0.07138,0.27431,0.95899,31.03,-20.79,-33.8,-33.47,-21.65,-32.19,4.664,4.405,4.539,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
549665,134493301,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1040,257,-31.6186,114.869,456.5583,-0.06494,0.28411,0.95659,-0.0538,0.25017,0.9667,31.05,-21.09,-33.68,-33.77,-21.3,-32.48,4.726,4.375,4.547,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
559688,134503324,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1040,256,-32.2897,118.0755,467.1164,-0.0492,0.26095,0.9641,-0.07032,0.27464,0.95897,31.03,-20.79,-33.8,-33.47,-21.64,-32.2,4.667,4.401,4.527,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
569674,134513310,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1037,250,-38.6401,149.293,580.0605,-0.06386,0.28217,0.95724,-0.053,0.25251,0.96614,31.05,-21.09,-33.68,-33.78,-21.29,-32.49,4.709,4.369,4.541,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
579669,134523305,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1036,250,-39.0398,152.8205,593.9841,-0.04718,0.26048,0.96433,-0.0689,0.27349,0.9594,31.03,-20.79,-33.8,-33.48,-21.64,-32.2,4.655,4.387,4.518,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
589660,134533296,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1036,256,-33.3437,127.6878,506.8258,-0.06215,0.28088,0.95773,-0.05177,0.24968,0.96694,31.05,-21.1,-33.68,-33.78,-21.28,-32.51,4.706,4.358,4.506,Valid,Valid,fullstream.mp4,1920,1080,Fixation,210,2,1041,251,
599657,134543293,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1028,293,-25.2959,93.0663,423.1241,-0.04542,0.24786,0.96773,-0.05467,0.24564,0.96782,31.03,-20.77,-33.95,-33.46,-21.59,-32.33,4.65,4.322,4.486,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,2,,,
609642,134553278,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1016,374,-15.1278,43.8727,296.484,-0.06215,0.20551,0.97668,-0.0261,0.15893,0.98694,31.01,-20.97,-34.01,-33.63,-20.9,-33.24,4.517,3.985,4.251,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,2,,,
619634,134563270,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
629626,134573262,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
639619,134583255,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
649609,134593245,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
659600,134603236,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
669622,134613258,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
679619,134623255,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
689603,134633239,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
699600,134643236,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
709589,134653225,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,100,1,,,
719584,134663220,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,793,680,23.3931,-21.5821,172.4016,-0.03725,-0.00742,0.99928,,,,31.1,-20.42,-34.5,,,,3.976,,3.976,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,20,3,,,
729572,134673208,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,999,508,-17.9333,13.267,445.5463,-0.06166,0.03746,0.99739,-0.00653,0.10367,0.99459,31.03,-20.6,-34.54,-33.77,-20.64,-33.5,3.91,4.017,3.964,Valid,Valid,fullstream.mp4,1920,1080,Saccade,20,3,,,
739563,134683199,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1030,501,-36.888,20.1709,549.79,-0.05364,0.04273,0.99765,-0.06795,0.09623,0.99304,31.1,-20.31,-34.65,-33.65,-20.95,-33.38,3.847,3.888,3.969,Valid,Valid,fullstream.mp4,1920,1080,Unclassified,10,2,,,
749558,134693194,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,968,503,-6.4457,17.6744,526.4446,-0.06645,0.06796,0.99547,,,,31.03,-20.59,-34.56,,,,4.021,,4.019,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,70,4,,,
759550,134703186,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,953,470,0.7374,31.6491,506.989,-0.05585,0.09545,0.99387,,,,31.08,-20.38,-34.56,,,,4.058,,4.047,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,70,4,,,
769537,134713173,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,976,431,-8.0205,43.1996,445.9666,-0.01773,0.11576,0.99312,-0.00894,0.14814,0.98893,31.03,-20.65,-34.51,-33.76,-20.71,-33.53,4.176,4.11,4.143,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,4,,,
779533,134723169,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,951,416,2.0055,45.766,416.6987,-0.06407,0.14489,0.98737,,,,31.11,-20.43,-34.56,,,,4.224,,4.184,Valid,Invalid,fullstream.mp4,1920,1080,Saccade,70,4,,,
789523,134733159,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,982,396,-8.9777,51.3247,400.4848,-0.02138,0.14631,0.98901,-0.0123,0.18103,0.9834,31.04,-20.66,-34.53,-33.84,-20.82,-33.17,4.316,4.179,4.23,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,4,,,
799520,134743156,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1043,348,-28.9423,66.6346,387.7375,-0.04744,0.18564,0.98147,-0.08107,0.21997,0.97213,31.05,-20.54,-34.24,-33.68,-21.11,-33.18,4.389,4.232,4.284,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,4,,,
809535,134753171,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1043,304,-28.4086,82.0016,390.0188,-0.04134,0.24606,0.96837,-0.08232,0.22503,0.97087,31.09,-20.87,-34.02,-33.81,-20.96,-33.02,4.649,4.135,4.42,Valid,Valid,fullstream.mp4,1920,1080,Saccade,70,4,,,
819528,134763164,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1035,296,-25.884,84.9737,390.7284,-0.0385,0.23461,0.97133,-0.07435,0.24941,0.96554,31.11,-20.58,-34.08,-33.53,-21.35,-32.61,4.628,4.245,4.43,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
829523,134773159,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1032,294,-24.7158,85.8014,391.7677,-0.04038,0.25444,0.96624,-0.06602,0.23185,0.97051,31.11,-20.89,-33.97,-33.76,-21.05,-32.79,4.686,4.212,4.447,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
839515,134783151,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1029,295,-23.771,85.7934,393.0207,-0.03687,0.23592,0.97107,-0.06584,0.24938,0.96617,31.12,-20.58,-34.08,-33.52,-21.38,-32.53,4.627,4.272,4.439,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
849505,134793141,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1026,297,-22.929,85.2291,394.4099,-0.03985,0.25016,0.96738,-0.05796,0.23105,0.97121,31.11,-20.88,-33.97,-33.76,-21.07,-32.76,4.665,4.25,4.462,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
859494,134803130,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1025,299,-22.5254,84.7506,395.7532,-0.0352,0.23274,0.9719,-0.06135,0.24533,0.9675,31.13,-20.58,-34.07,-33.5,-21.4,-32.49,4.625,4.273,4.449,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
869486,134813122,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1023,300,-22.0402,84.5913,397.013,-0.03988,0.24678,0.96825,-0.05345,0.2291,0.97193,31.12,-20.89,-33.96,-33.75,-21.08,-32.74,4.657,4.267,4.465,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
879484,134823120,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1022,299,-21.799,85.1704,398.0669,-0.03373,0.23161,0.97222,-0.05905,0.24586,0.9675,31.14,-20.58,-34.08,-33.51,-21.41,-32.48,4.621,4.301,4.46,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
889468,134833104,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,1022,299,-21.799,85.5875,399.1541,-0.04126,0.24906,0.96761,-0.05051,0.22886,0.97215,31.12,-20.89,-33.97,-33.76,-21.09,-32.73,4.669,4.289,4.479,Valid,Valid,fullstream.mp4,1920,1080,Fixation,160,3,1022,298,
