Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Ungrouped
50290377,750860938,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50300395,750870956,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50310385,750880946,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50320382,750890943,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50330373,750900934,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50340363,750910924,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50350353,750920914,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50360346,750930907,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50370341,750940902,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50380327,750950888,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50390321,750960882,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50400314,750970875,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50410336,750980897,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50420325,750990886,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50430315,751000876,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50440313,751010874,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50450304,751020865,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50460290,751030851,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50470284,751040845,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50480277,751050838,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50490272,751060833,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50500259,751070820,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50510249,751080810,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50520246,751090807,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50530236,751100797,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50540225,751110786,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50550248,751120809,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50560239,751130800,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50570235,751140796,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50580221,751150782,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50590216,751160777,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50600209,751170770,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50610199,751180760,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50620189,751190750,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50630182,751200743,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50640175,751210736,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50650168,751220729,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50660184,751230745,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50670179,751240740,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50680171,751250732,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50690167,751260728,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50700152,751270713,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50710142,751280703,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50720139,751290700,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50730131,751300692,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50740120,751310681,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50750111,751320672,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50760103,751330664,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50770099,751340660,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50780084,751350645,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50790079,751360640,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50800103,751370664,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50810094,751380655,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50820084,751390645,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50830074,751400635,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50840070,751410631,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50850061,751420622,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50860048,751430609,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50870042,751440603,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50880035,751450596,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50890029,751460590,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50900016,751470577,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50910037,751480598,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50920033,751490594,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50930025,751500586,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50940015,751510576,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50950005,751520566,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50959998,751530559,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50969993,751540554,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50979979,751550540,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50989973,751560534,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
50999966,751570527,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51009958,751580519,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51019947,751590508,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51029937,751600498,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51039934,751610495,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51049957,751620518,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51059942,751630503,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51069937,751640498,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51079928,751650489,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51089924,751660485,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51099910,751670471,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51109900,751680461,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51119897,751690458,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51129889,751700450,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51139879,751710440,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51149869,751720430,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51159862,751730423,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51169856,751740417,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51179873,751750434,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51189867,751760428,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51199860,751770421,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51209852,751780413,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
51219841,751790402,Eye Tracker,Final,04/26/2024,subject7,Recording020,04/25/2024,04/25/2024,19:11:44.868,13:41:44.868,70326,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,Invalid,Invalid,fullstream.mp4,1920,1080,EyesNotFound,22422,32,,,
