gidx,timestamp,pupil_center_left_x,pupil_center_left_y,pupil_center_left_z,pupil_center_right_x,pupil_center_right_y,pupil_center_right_z,pupil_diameter_left,pupil_diameter_right,gaze_direction_left_x,gaze_direction_left_y,gaze_direction_left_z,gaze_direction_right_x,gaze_direction_right_y,gaze_direction_right_z,gaze_position_x,gaze_position_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y
2728,133943636,31.43,-20.73,-34.1,-33.31,-21.45,-32.56,4.54,4.19,0.0022,0.2088,0.9779,0.0025,0.2118,0.9773,0.4986,0.2809,4.4,451.18,2161.96,Fixation,145.0,1.0,953.0,296.0
2728,133943636,31.43,-20.73,-34.1,-33.31,-21.45,-32.56,4.54,4.19,0.0022,0.2088,0.9779,0.0025,0.2118,0.9773,0.4986,0.2809,4.4,451.18,2161.96,Fixation,145.0,1.0,953.0,296.0
2729,133953626,31.41,-21.04,-33.97,-33.5,-21.26,-32.59,4.54,4.21,-0.01,0.217,0.9761,0.0136,0.2079,0.9781,0.499,0.2782,3.14,482.28,2282.37,Fixation,145.0,1.0,953.0,296.0
2730,133963617,31.43,-20.75,-34.07,-33.29,-21.52,-32.43,4.53,4.21,0.003,0.2096,0.9778,0.0044,0.2155,0.9765,0.4978,0.2775,8.57,524.26,2474.08,Fixation,145.0,1.0,953.0,296.0
2731,133973613,31.41,-21.05,-33.97,-33.5,-21.31,-32.5,4.55,4.21,-0.0089,0.2163,0.9763,0.0173,0.2095,0.9777,0.4975,0.2778,8.6,469.8,2220.19,Fixation,145.0,1.0,953.0,296.0
2732,133983605,31.42,-20.76,-34.04,-33.3,-21.54,-32.42,4.52,4.23,0.0042,0.2126,0.9771,0.0048,0.2171,0.9761,0.4973,0.2763,8.37,424.07,1990.66,Fixation,145.0,1.0,953.0,296.0
2733,133993590,31.4,-21.05,-33.96,-33.52,-21.34,-32.47,4.55,4.22,-0.0091,0.2205,0.9753,0.0194,0.2119,0.9771,0.497,0.2747,9.6,427.38,1992.28,Fixation,145.0,1.0,953.0,296.0
2734,134003585,31.42,-20.76,-34.04,-33.31,-21.55,-32.4,4.53,4.23,0.0055,0.2137,0.9769,0.0065,0.219,0.9757,0.4964,0.2741,12.27,453.33,2108.16,Fixation,145.0,1.0,953.0,296.0
2735,134013577,31.4,-21.06,-33.95,-33.52,-21.36,-32.45,4.56,4.25,-0.0069,0.2176,0.976,0.0226,0.2173,0.9759,0.4954,0.2728,16.2,458.2,2118.67,Fixation,145.0,1.0,953.0,296.0
2736,134023573,31.43,-20.77,-34.04,-33.31,-21.57,-32.38,4.55,4.24,0.0075,0.2174,0.9761,0.0077,0.2205,0.9754,0.4955,0.2722,13.48,393.42,1814.52,Fixation,145.0,1.0,953.0,296.0
2737,134033589,31.41,-21.07,-33.93,-33.52,-21.38,-32.44,4.57,4.26,-0.0092,0.2221,0.975,0.025,0.217,0.9758,0.4954,0.2716,13.68,386.91,1780.07,Fixation,145.0,1.0,953.0,296.0
2738,134043579,31.43,-20.78,-34.03,-33.31,-21.58,-32.37,4.55,4.24,0.0075,0.2175,0.976,0.0078,0.2209,0.9753,0.4955,0.2722,12.98,379.17,1748.55,Fixation,145.0,1.0,953.0,296.0
2739,134053574,31.41,-21.09,-33.91,-33.52,-21.36,-32.48,4.57,4.28,-0.0036,0.2182,0.9759,0.0219,0.217,0.9759,0.4945,0.2716,22.2,531.85,2447.48,Fixation,145.0,1.0,953.0,296.0
2740,134063568,31.43,-20.78,-34.02,-33.31,-21.58,-32.38,4.55,4.26,0.0096,0.2082,0.978,0.0089,0.229,0.9734,0.4944,0.269,30.27,713.41,3245.44,Fixation,145.0,1.0,953.0,296.0
2741,134073558,31.42,-21.11,-33.89,-33.51,-21.35,-32.51,4.58,4.3,-0.0008,0.22,0.9755,0.0179,0.2168,0.976,0.4949,0.2692,27.79,714.02,3251.51,Fixation,145.0,1.0,953.0,296.0
2742,134083548,31.43,-20.79,-34.01,-33.31,-21.57,-32.41,4.56,4.25,0.0078,0.2079,0.9781,0.0088,0.2269,0.9739,0.495,0.2704,26.76,702.76,3216.94,Fixation,145.0,1.0,953.0,296.0
2743,134093540,31.42,-21.13,-33.85,-33.53,-21.38,-32.46,4.59,4.29,-0.0088,0.2252,0.9743,0.0105,0.2238,0.9746,0.4997,0.2626,1.77,727.21,3215.59,Saccade,10.0,1.0,,
2744,134103536,31.16,-20.79,-33.88,-33.36,-21.67,-32.21,4.62,4.43,-0.0152,0.2357,0.9717,-0.0483,0.2703,0.9616,0.5206,0.2313,-85.42,649.72,2530.59,Unclassified,10.0,1.0,,
2745,134333401,31.09,-21.09,-33.73,-33.72,-21.29,-32.55,4.74,4.42,-0.0614,0.2825,0.9573,-0.0551,0.261,0.9638,0.5396,0.2234,-43.76,176.94,667.29,Fixation,210.0,2.0,1041.0,251.0
2746,134343394,31.03,-20.78,-33.83,-33.43,-21.64,-32.22,4.68,4.47,-0.0491,0.2653,0.9629,-0.1075,0.2981,0.9484,0.5575,0.2387,-25.66,67.23,267.27,Fixation,210.0,2.0,1041.0,251.0
2747,134353383,31.04,-21.08,-33.71,-33.75,-21.28,-32.55,4.74,4.44,-0.0643,0.2829,0.957,-0.0582,0.2593,0.964,0.5424,0.2289,-37.42,138.43,532.18,Fixation,210.0,2.0,1041.0,251.0
2748,134363375,31.01,-20.78,-33.81,-33.47,-21.59,-32.29,4.68,4.47,-0.0453,0.2618,0.964,-0.0792,0.2804,0.9566,0.543,0.2304,-35.94,130.11,502.89,Fixation,210.0,2.0,1041.0,251.0
2749,134373371,31.03,-21.09,-33.7,-33.77,-21.26,-32.57,4.75,4.45,-0.0656,0.2884,0.9553,-0.0571,0.2546,0.9654,0.5442,0.2401,-26.22,88.74,355.54,Fixation,210.0,2.0,1041.0,251.0
2750,134383393,31.01,-20.78,-33.8,-33.45,-21.64,-32.22,4.68,4.47,-0.0474,0.2636,0.9635,-0.0777,0.2813,0.9565,0.5447,0.2387,-26.85,90.51,360.68,Fixation,210.0,2.0,1041.0,251.0
2751,134393379,31.03,-21.09,-33.7,-33.76,-21.28,-32.54,4.74,4.45,-0.0662,0.2855,0.9561,-0.0577,0.258,0.9644,0.5429,0.2278,-38.24,140.43,537.77,Fixation,210.0,2.0,1041.0,251.0
2752,134403373,31.01,-20.79,-33.8,-33.45,-21.65,-32.21,4.67,4.46,-0.049,0.2628,0.9636,-0.0747,0.2798,0.9571,0.5424,0.2278,-39.19,145.34,556.61,Fixation,210.0,2.0,1041.0,251.0
2753,134413365,31.03,-21.09,-33.69,-33.76,-21.29,-32.52,4.74,4.43,-0.0662,0.2859,0.956,-0.0563,0.2551,0.9653,0.5427,0.2317,-34.77,126.22,490.19,Fixation,210.0,2.0,1041.0,251.0
2754,134423362,31.01,-20.79,-33.8,-33.45,-21.65,-32.19,4.68,4.43,-0.0505,0.2632,0.9634,-0.0729,0.2776,0.9579,0.5426,0.2308,-36.38,132.91,514.57,Fixation,210.0,2.0,1041.0,251.0
2755,134433346,31.04,-21.09,-33.69,-33.76,-21.3,-32.51,4.73,4.42,-0.0667,0.2835,0.9567,-0.0563,0.2569,0.9648,0.5418,0.2249,-47.26,180.3,683.25,Fixation,210.0,2.0,1041.0,251.0
2756,134443341,31.02,-20.79,-33.8,-33.46,-21.65,-32.19,4.67,4.41,-0.0515,0.2629,0.9634,-0.0709,0.2764,0.9584,0.5413,0.2256,-46.91,180.25,684.88,Fixation,210.0,2.0,1041.0,251.0
2757,134453333,31.04,-21.09,-33.69,-33.77,-21.31,-32.49,4.74,4.4,-0.0662,0.2848,0.9563,-0.0555,0.2538,0.9657,0.5422,0.2318,-36.41,133.78,519.81,Fixation,210.0,2.0,1041.0,251.0
2758,134463326,31.02,-20.79,-33.8,-33.47,-21.65,-32.19,4.68,4.4,-0.0509,0.2625,0.9636,-0.0715,0.2747,0.9589,0.5424,0.2348,-33.96,122.47,481.14,Fixation,210.0,2.0,1041.0,251.0
2759,134473315,31.05,-21.09,-33.68,-33.77,-21.31,-32.48,4.72,4.38,-0.0653,0.2827,0.957,-0.0556,0.2518,0.9662,0.5421,0.2361,-33.98,122.95,485.38,Fixation,210.0,2.0,1041.0,251.0
2760,134483306,31.03,-20.79,-33.8,-33.47,-21.65,-32.19,4.66,4.4,-0.0489,0.26,0.9644,-0.0714,0.2743,0.959,0.5417,0.2369,-33.02,120.06,475.54,Fixation,210.0,2.0,1041.0,251.0
2761,134493301,31.05,-21.09,-33.68,-33.77,-21.3,-32.48,4.73,4.37,-0.0649,0.2841,0.9566,-0.0538,0.2502,0.9667,0.5416,0.2378,-31.62,114.87,456.56,Fixation,210.0,2.0,1041.0,251.0
2762,134503324,31.03,-20.79,-33.8,-33.47,-21.64,-32.2,4.67,4.4,-0.0492,0.261,0.9641,-0.0703,0.2746,0.959,0.5415,0.2366,-32.29,118.08,467.12,Fixation,210.0,2.0,1041.0,251.0
2763,134513310,31.05,-21.09,-33.68,-33.78,-21.29,-32.49,4.71,4.37,-0.0639,0.2822,0.9572,-0.053,0.2525,0.9661,0.5401,0.2317,-38.64,149.29,580.06,Fixation,210.0,2.0,1041.0,251.0
2764,134523305,31.03,-20.79,-33.8,-33.48,-21.64,-32.2,4.66,4.39,-0.0472,0.2605,0.9643,-0.0689,0.2735,0.9594,0.5396,0.2317,-39.04,152.82,593.98,Fixation,210.0,2.0,1041.0,251.0
2765,134533296,31.05,-21.1,-33.68,-33.78,-21.28,-32.51,4.71,4.36,-0.0621,0.2809,0.9577,-0.0518,0.2497,0.9669,0.5395,0.2374,-33.34,127.69,506.83,Fixation,210.0,2.0,1041.0,251.0
2766,134543293,31.03,-20.77,-33.95,-33.46,-21.59,-32.33,4.65,4.32,-0.0454,0.2479,0.9677,-0.0547,0.2456,0.9678,0.5354,0.271,-25.3,93.07,423.12,Saccade,20.0,2.0,,
2767,134553278,31.01,-20.97,-34.01,-33.63,-20.9,-33.24,4.52,3.98,-0.0622,0.2055,0.9767,-0.0261,0.1589,0.9869,0.5289,0.3466,-15.13,43.87,296.48,Saccade,20.0,2.0,,
2779,134673208,31.03,-20.6,-34.54,-33.77,-20.64,-33.5,3.91,4.02,-0.0617,0.0375,0.9974,-0.0065,0.1037,0.9946,0.5205,0.4706,-17.93,13.27,445.55,Saccade,20.0,3.0,,
2780,134683199,31.1,-20.31,-34.65,-33.65,-20.95,-33.38,3.85,3.89,-0.0536,0.0427,0.9976,-0.0679,0.0962,0.993,0.5366,0.4642,-36.89,20.17,549.79,Unclassified,10.0,2.0,,
2783,134713173,31.03,-20.65,-34.51,-33.76,-20.71,-33.53,4.18,4.11,-0.0177,0.1158,0.9931,-0.0089,0.1481,0.9889,0.5085,0.3994,-8.02,43.2,445.97,Saccade,70.0,4.0,,
2785,134733159,31.04,-20.66,-34.53,-33.84,-20.82,-33.17,4.32,4.18,-0.0214,0.1463,0.989,-0.0123,0.181,0.9834,0.5117,0.3666,-8.98,51.32,400.48,Saccade,70.0,4.0,,
2786,134743156,31.05,-20.54,-34.24,-33.68,-21.11,-33.18,4.39,4.23,-0.0474,0.1856,0.9815,-0.0811,0.22,0.9721,0.5434,0.3221,-28.94,66.63,387.74,Saccade,70.0,4.0,,
2787,134753171,31.09,-20.87,-34.02,-33.81,-20.96,-33.02,4.65,4.14,-0.0413,0.2461,0.9684,-0.0823,0.225,0.9709,0.543,0.2816,-28.41,82.0,390.02,Saccade,70.0,4.0,,
2788,134763164,31.11,-20.58,-34.08,-33.53,-21.35,-32.61,4.63,4.25,-0.0385,0.2346,0.9713,-0.0744,0.2494,0.9655,0.5392,0.2738,-25.88,84.97,390.73,Fixation,160.0,3.0,1022.0,298.0
2789,134773159,31.11,-20.89,-33.97,-33.76,-21.05,-32.79,4.69,4.21,-0.0404,0.2544,0.9662,-0.066,0.2318,0.9705,0.5374,0.2721,-24.72,85.8,391.77,Fixation,160.0,3.0,1022.0,298.0
2790,134783151,31.12,-20.58,-34.08,-33.52,-21.38,-32.53,4.63,4.27,-0.0369,0.2359,0.9711,-0.0658,0.2494,0.9662,0.5358,0.2727,-23.77,85.79,393.02,Fixation,160.0,3.0,1022.0,298.0
2791,134793141,31.11,-20.88,-33.97,-33.76,-21.07,-32.76,4.66,4.25,-0.0398,0.2502,0.9674,-0.058,0.231,0.9712,0.5344,0.275,-22.93,85.23,394.41,Fixation,160.0,3.0,1022.0,298.0
2792,134803130,31.13,-20.58,-34.07,-33.5,-21.4,-32.49,4.63,4.27,-0.0352,0.2327,0.9719,-0.0614,0.2453,0.9675,0.5336,0.277,-22.53,84.75,395.75,Fixation,160.0,3.0,1022.0,298.0
2793,134813122,31.12,-20.89,-33.96,-33.75,-21.08,-32.74,4.66,4.27,-0.0399,0.2468,0.9683,-0.0535,0.2291,0.9719,0.5328,0.2781,-22.04,84.59,397.01,Fixation,160.0,3.0,1022.0,298.0
2794,134823120,31.14,-20.58,-34.08,-33.51,-21.41,-32.48,4.62,4.3,-0.0337,0.2316,0.9722,-0.0591,0.2459,0.9675,0.5323,0.2771,-21.8,85.17,398.07,Fixation,160.0,3.0,1022.0,298.0
2795,134833104,31.12,-20.89,-33.97,-33.76,-21.09,-32.73,4.67,4.29,-0.0413,0.2491,0.9676,-0.0505,0.2289,0.9721,0.5322,0.2766,-21.8,85.59,399.15,Fixation,160.0,3.0,1022.0,298.0
2796,134843099,31.14,-20.58,-34.08,-33.51,-21.42,-32.47,4.63,4.31,-0.0351,0.231,0.9723,-0.0563,0.2444,0.968,0.5318,0.2782,-21.58,85.25,400.44,Fixation,160.0,3.0,1022.0,298.0
2797,134853090,31.12,-20.9,-33.95,-33.76,-21.1,-32.71,4.66,4.32,-0.0427,0.2447,0.9687,-0.0424,0.2262,0.9731,0.5301,0.2825,-19.53,79.69,381.79,Fixation,160.0,3.0,1022.0,298.0
2798,134863114,31.15,-20.6,-34.07,-33.5,-21.44,-32.45,4.62,4.33,-0.0346,0.2296,0.9727,-0.0498,0.2422,0.9689,0.5293,0.279,-20.77,88.56,417.74,Fixation,160.0,3.0,1022.0,298.0
2799,134873103,31.12,-20.91,-33.95,-33.76,-21.11,-32.7,4.67,4.33,-0.0442,0.246,0.9683,-0.0394,0.2249,0.9736,0.5285,0.2717,-26.33,119.7,546.75,Fixation,160.0,3.0,1022.0,298.0
2800,134883095,31.15,-20.61,-34.06,-33.5,-21.46,-32.42,4.64,4.33,-0.0352,0.2295,0.9727,-0.0497,0.241,0.9692,0.5284,0.2692,-29.74,137.33,620.47,Fixation,160.0,3.0,1022.0,298.0
2801,134893090,31.13,-20.95,-33.91,-33.76,-21.13,-32.68,4.69,4.34,-0.0461,0.2462,0.9681,-0.0398,0.2249,0.9736,0.5286,0.2661,-33.85,157.51,702.46,Fixation,160.0,3.0,1022.0,298.0
2802,134903082,31.14,-20.64,-34.04,-33.51,-21.46,-32.45,4.66,4.34,-0.0315,0.2286,0.973,-0.0544,0.2416,0.9689,0.5289,0.2709,-28.26,127.3,579.46,Fixation,160.0,3.0,1022.0,298.0
2803,134913067,31.13,-21.0,-33.91,-33.76,-21.14,-32.73,4.74,4.35,-0.0424,0.2429,0.9691,-0.0399,0.2233,0.9739,0.5297,0.2924,-16.36,64.16,321.75,Fixation,160.0,3.0,1022.0,298.0
2805,134933053,31.11,-20.93,-34.11,-33.7,-20.92,-33.29,4.62,4.27,-0.0407,0.2227,0.974,-0.0358,0.1807,0.9829,0.5269,0.3306,-15.36,53.15,326.05,Saccade,30.0,5.0,,
2817,135052983,31.21,-20.65,-34.66,-33.71,-20.76,-33.4,4.12,4.3,-0.0352,0.0108,0.9993,-0.0236,0.0639,0.9977,0.5187,0.5535,-8.86,-10.99,225.06,Saccade,20.0,6.0,,
2818,135062977,31.29,-20.48,-34.62,-33.59,-21.04,-33.37,4.07,3.95,0.0561,0.0371,0.9977,0.0184,0.0697,0.9974,0.4739,0.53,8.46,-6.66,231.05,Unclassified,10.0,4.0,,
2821,135092952,31.22,-20.88,-34.58,-33.6,-20.93,-33.34,4.44,4.28,-0.0565,0.0803,0.9952,-0.0444,0.0513,0.9977,0.5291,0.4588,-40.99,31.24,754.17,Unclassified,10.0,5.0,,
2823,135112961,31.23,-20.95,-34.56,-33.59,-20.96,-33.3,4.53,4.3,-0.0219,0.1163,0.993,-0.01,0.106,0.9943,0.5078,0.3895,-50.15,320.45,3018.46,Saccade,20.0,8.0,,
2824,135122957,31.36,-20.68,-34.58,-33.48,-21.22,-33.2,4.5,4.31,0.002,0.1367,0.9906,-0.0142,0.1079,0.9941,0.502,0.3771,-19.85,358.51,3045.23,Unclassified,20.0,6.0,,
2825,135132948,31.28,-20.88,-34.57,-33.58,-20.99,-33.28,4.59,4.37,-0.0047,0.1378,0.9905,-0.0021,0.1292,0.9916,0.5008,0.3675,-8.31,258.47,2039.63,Unclassified,20.0,6.0,,
2826,135142944,31.38,-20.66,-34.58,-33.49,-21.24,-33.21,4.56,4.35,0.01,0.1646,0.9863,-0.0172,0.1461,0.9891,0.5013,0.3453,-7.26,244.9,1656.8,Saccade,20.0,9.0,,
2827,135152928,31.35,-21.03,-34.23,-33.62,-21.15,-32.98,4.73,4.46,0.0005,0.2027,0.9792,-0.0112,0.1839,0.9829,0.5031,0.3018,-11.31,345.66,1827.21,Saccade,20.0,9.0,,
2828,135162921,31.34,-20.8,-34.21,-33.45,-21.38,-32.87,4.72,4.39,0.0188,0.1964,0.9804,-0.0231,0.1968,0.9802,0.5011,0.298,-5.13,351.91,1826.46,Fixation,280.0,4.0,959.0,317.0
2829,135172917,31.36,-21.13,-33.98,-33.62,-21.27,-32.75,4.71,4.39,0.003,0.2022,0.9793,-0.0016,0.1899,0.9818,0.4994,0.2986,0.16,350.76,1826.88,Fixation,280.0,4.0,959.0,317.0
2830,135182907,31.33,-20.87,-34.02,-33.42,-21.52,-32.59,4.73,4.36,0.0133,0.1918,0.9813,-0.0118,0.2054,0.9786,0.4994,0.2957,0.38,355.68,1826.16,Fixation,280.0,4.0,959.0,317.0
2831,135192897,31.35,-21.16,-33.93,-33.61,-21.34,-32.61,4.71,4.35,-0.0003,0.2013,0.9795,-0.0013,0.1947,0.9809,0.5004,0.2965,-2.69,354.46,1826.6,Fixation,280.0,4.0,959.0,317.0
2832,135202889,31.33,-20.88,-33.99,-33.41,-21.53,-32.55,4.72,4.37,0.0135,0.1911,0.9815,-0.0157,0.2055,0.9785,0.5005,0.2961,-3.19,355.13,1826.6,Fixation,280.0,4.0,959.0,317.0
2833,135212881,31.34,-21.15,-33.95,-33.61,-21.36,-32.58,4.73,4.36,0.0013,0.2061,0.9785,-0.0016,0.1936,0.9811,0.5,0.2944,-1.45,357.99,1826.14,Fixation,280.0,4.0,959.0,317.0
2834,135222877,31.32,-20.88,-33.98,-33.4,-21.54,-32.54,4.72,4.38,0.014,0.1924,0.9812,-0.0146,0.2037,0.9789,0.5,0.2964,-1.61,354.71,1826.98,Fixation,280.0,4.0,959.0,317.0
2835,135232862,31.35,-21.17,-33.89,-33.61,-21.37,-32.56,4.72,4.37,0.0016,0.1995,0.9799,-0.0026,0.1918,0.9814,0.5001,0.2992,-2.08,350.1,1828.08,Fixation,280.0,4.0,959.0,317.0
2836,135242858,31.39,-20.82,-34.08,-33.4,-21.58,-32.49,4.71,4.37,0.0097,0.1844,0.9828,-0.0124,0.2052,0.9786,0.5006,0.3001,-3.51,348.61,1828.51,Fixation,280.0,4.0,959.0,317.0
2837,135252878,31.36,-21.13,-33.96,-33.6,-21.37,-32.57,4.71,4.37,0.0008,0.1976,0.9803,-0.0039,0.1945,0.9809,0.5008,0.2987,-4.1,350.94,1828.2,Fixation,280.0,4.0,959.0,317.0
2838,135262872,31.4,-20.8,-34.11,-33.41,-21.58,-32.49,4.71,4.34,0.0109,0.1886,0.982,-0.0094,0.2092,0.9778,0.4994,0.2954,0.43,356.37,1827.29,Fixation,280.0,4.0,959.0,317.0
2839,135272861,31.37,-21.14,-33.95,-33.62,-21.4,-32.53,4.71,4.35,0.0061,0.2032,0.9791,0.0004,0.1952,0.9808,0.4979,0.295,5.08,356.92,1827.37,Fixation,280.0,4.0,959.0,317.0
2840,135282852,31.4,-20.81,-34.1,-33.4,-21.62,-32.43,4.71,4.32,0.0116,0.1897,0.9818,-0.0048,0.2063,0.9785,0.4977,0.2963,5.43,354.82,1828.03,Fixation,280.0,4.0,959.0,317.0
2841,135292848,31.37,-21.15,-33.92,-33.62,-21.43,-32.49,4.71,4.36,0.0048,0.2002,0.9797,0.0027,0.1958,0.9806,0.4975,0.2964,6.04,354.67,1828.28,Fixation,280.0,4.0,959.0,317.0
2842,135302839,31.4,-20.82,-34.09,-33.4,-21.63,-32.41,4.71,4.33,0.0102,0.188,0.9821,-0.0027,0.2095,0.9778,0.4975,0.2955,6.1,356.29,1828.15,Fixation,280.0,4.0,959.0,317.0
2843,135312826,31.37,-21.16,-33.91,-33.62,-21.44,-32.48,4.72,4.37,0.0026,0.1991,0.98,0.0015,0.1987,0.9801,0.4986,0.2954,2.78,356.57,1828.31,Fixation,280.0,4.0,959.0,317.0
2844,135322821,31.4,-20.83,-34.07,-33.4,-21.64,-32.39,4.71,4.35,0.0088,0.188,0.9821,-0.0062,0.2108,0.9775,0.4991,0.2948,1.48,357.62,1828.29,Fixation,280.0,4.0,959.0,317.0
2845,135332811,31.37,-21.17,-33.9,-33.61,-21.45,-32.46,4.72,4.37,0.0024,0.199,0.98,0.0012,0.2005,0.9797,0.4988,0.2944,2.26,358.22,1828.37,Fixation,280.0,4.0,959.0,317.0
2846,135342808,31.39,-20.83,-34.06,-33.4,-21.65,-32.39,4.71,4.35,0.0083,0.1891,0.9819,-0.0043,0.2106,0.9776,0.4986,0.2943,2.8,358.48,1828.52,Fixation,280.0,4.0,959.0,317.0
2847,135352793,31.36,-21.16,-33.91,-33.62,-21.45,-32.46,4.72,4.37,0.0027,0.1999,0.9798,0.0021,0.1982,0.9802,0.4984,0.2958,3.19,333.37,1712.86,Fixation,280.0,4.0,959.0,317.0
2848,135362815,31.39,-20.84,-34.06,-33.4,-21.65,-32.38,4.71,4.37,0.0069,0.1892,0.9819,-0.0046,0.208,0.9781,0.4991,0.2955,1.21,365.49,1874.93,Fixation,280.0,4.0,959.0,317.0
2849,135372811,31.36,-21.16,-33.91,-33.61,-21.46,-32.45,4.74,4.38,0.0001,0.2004,0.9797,0.0005,0.197,0.9804,0.4997,0.2939,-0.44,459.24,2337.16,Fixation,280.0,4.0,959.0,317.0
2850,135382803,31.38,-20.84,-34.05,-33.4,-21.66,-32.38,4.72,4.4,0.0054,0.1911,0.9815,-0.0057,0.209,0.9779,0.4999,0.291,-1.38,576.76,2895.0,Fixation,280.0,4.0,959.0,317.0
2851,135392792,31.35,-21.15,-33.92,-33.61,-21.46,-32.44,4.75,4.39,-0.0022,0.2034,0.9791,0.0004,0.1976,0.9803,0.5004,0.2892,-4.75,780.62,3884.99,Fixation,280.0,4.0,959.0,317.0
2852,135402783,31.38,-20.84,-34.05,-33.39,-21.66,-32.37,4.73,4.4,0.0071,0.189,0.9819,-0.0074,0.2044,0.9789,0.4998,0.2934,-1.74,785.23,3986.38,Fixation,280.0,4.0,959.0,317.0
2853,135412775,31.35,-21.15,-33.94,-33.61,-21.47,-32.44,4.76,4.4,0.0008,0.2018,0.9794,0.002,0.189,0.982,0.4998,0.3331,-0.58,58.39,366.56,Fixation,280.0,4.0,959.0,317.0
2854,135422771,31.37,-20.83,-34.07,-33.39,-21.66,-32.38,4.74,4.4,0.0403,-0.1768,-0.9834,-0.0674,-0.0537,-0.9963,0.4891,0.2322,-2.36,-31.15,-122.5,Fixation,280.0,4.0,959.0,317.0
2855,135432756,31.34,-21.15,-33.96,-33.6,-21.46,-32.47,4.77,4.41,0.0014,0.244,0.9698,0.0075,0.2226,0.9749,0.4982,0.2689,2.05,148.69,675.78,Fixation,280.0,4.0,959.0,317.0
2856,135442751,31.32,-20.83,-34.2,-33.48,-21.43,-33.02,4.67,4.56,0.0122,0.1656,0.9861,-0.025,0.2083,0.9777,0.5036,0.3084,-14.25,362.45,1981.07,Saccade,30.0,10.0,,
2857,135452742,31.3,-21.12,-34.1,-33.62,-21.3,-32.86,4.7,4.46,-0.0032,0.1165,0.9932,-0.0025,0.1184,0.993,0.4999,0.378,-33.35,1310.27,11223.19,Saccade,30.0,10.0,,
2867,135552686,30.99,-20.63,-34.66,-33.79,-20.86,-33.31,4.15,4.27,-0.0412,-0.0024,0.9991,-0.0362,0.0071,0.9993,0.5197,0.5074,-107.52,-14.01,2703.52,Unclassified,20.0,7.0,,
2868,135562679,31.05,-20.41,-34.62,-33.69,-21.08,-33.31,4.19,4.1,0.0507,0.0176,-0.9986,0.049,0.0205,-0.9986,0.5248,0.5127,111.38,22.75,-2293.85,Unclassified,20.0,7.0,,
2869,135572673,30.99,-20.66,-34.6,-33.8,-20.81,-33.46,4.29,4.21,-0.1009,-0.0265,0.9945,-0.0595,0.0448,0.9972,0.5501,0.5535,-33.07,-16.99,358.92,Saccade,20.0,12.0,,
2870,135582666,31.07,-20.48,-34.52,-33.7,-21.08,-33.36,4.36,4.1,-0.059,0.0898,0.9942,-0.0697,0.0911,0.9934,0.5373,0.4192,-102.5,121.42,1529.04,Saccade,20.0,12.0,,
2871,135592655,31.01,-20.72,-34.54,-33.8,-20.83,-33.46,4.48,4.27,-0.0594,0.1101,0.9921,-0.0542,0.1031,0.9932,0.5323,0.3937,-248.41,442.76,4283.39,Unclassified,20.0,8.0,,
2872,135602676,31.09,-20.51,-34.51,-33.69,-21.11,-33.35,4.45,4.21,-0.0432,0.1205,0.9918,-0.0626,0.1225,0.9905,0.5302,0.3768,-276.27,610.34,5114.7,Unclassified,20.0,8.0,,
2873,135612668,31.02,-20.75,-34.54,-33.79,-20.86,-33.45,4.6,4.34,-0.0498,0.1441,0.9883,-0.0501,0.1332,0.9898,0.5288,0.3584,-239.97,641.65,4691.0,Saccade,30.0,13.0,,
2874,135622665,31.1,-20.55,-34.5,-33.69,-21.14,-33.34,4.57,4.26,-0.036,0.1573,0.9869,-0.0611,0.1612,0.985,0.5284,0.3357,-233.07,739.71,4674.79,Saccade,30.0,13.0,,
2875,135632650,31.12,-20.96,-34.11,-33.82,-21.04,-33.08,4.78,4.4,-0.0457,0.2188,0.9747,-0.0458,0.2032,0.9781,0.5279,0.2773,-260.61,1174.98,5501.09,Saccade,30.0,13.0,,
2876,135642645,31.12,-20.71,-34.13,-33.57,-21.38,-32.74,4.75,4.33,-0.0294,0.2308,0.9726,-0.0555,0.223,0.9732,0.5264,0.2598,-189.35,985.33,4282.55,Unclassified,20.0,9.0,,
2877,135652636,31.13,-21.03,-33.96,-33.79,-21.14,-32.81,4.77,4.37,-0.0352,0.2236,0.974,-0.0342,0.2151,0.976,0.5229,0.2852,-27.76,145.86,708.39,Unclassified,20.0,9.0,,
2878,135662630,31.1,-20.78,-33.94,-33.55,-21.43,-32.61,4.7,4.35,0.0505,-0.2079,-0.9769,0.0414,-0.2093,-0.977,0.5247,0.2461,19.43,-114.87,-472.7,Saccade,20.0,14.0,,
2879,135672619,31.12,-21.06,-33.89,-33.77,-21.17,-32.76,4.75,4.39,-0.0854,0.2321,0.9689,-0.085,0.2157,0.9727,0.564,0.338,-20.17,28.96,183.58,Saccade,20.0,14.0,,
2880,135682610,31.09,-20.79,-33.93,-33.63,-21.35,-32.84,4.67,4.37,0.0025,0.2228,0.9749,-0.0182,0.2227,0.9747,0.6064,0.3344,-38.37,34.58,212.04,Unclassified,10.0,10.0,,
2881,135692604,31.11,-21.07,-33.87,-33.81,-21.12,-32.87,4.72,4.39,-0.07,0.2306,0.9705,-0.0676,0.2086,0.9757,0.5485,0.3152,-23.92,51.39,287.61,Saccade,10.0,15.0,,
