gidx,timestamp,pupil_center_left_x,pupil_center_left_y,pupil_center_left_z,pupil_center_right_x,pupil_center_right_y,pupil_center_right_z,pupil_diameter_left,pupil_diameter_right,gaze_direction_left_x,gaze_direction_left_y,gaze_direction_left_z,gaze_direction_right_x,gaze_direction_right_y,gaze_direction_right_z,gaze_position_x,gaze_position_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y
3571,142588615,30.78,-21.28,-34.22,-33.72,-21.53,-32.72,4.62,4.2,-0.0621,0.0739,0.9953,-0.0538,0.072,0.996,0.5321,0.4282,-427.07,514.36,7281.82,Fixation,110.0,23.0,1021.0,462.0
3572,142598605,30.81,-21.04,-34.24,-33.53,-21.7,-32.71,4.57,4.2,-0.0513,0.0648,0.9966,-0.0644,0.0813,0.9946,0.5321,0.4282,-409.96,494.37,6996.82,Fixation,110.0,23.0,1021.0,462.0
3573,142608601,30.79,-21.29,-34.2,-33.73,-21.53,-32.7,4.61,4.18,-0.0614,0.0762,0.9952,-0.0527,0.0728,0.996,0.5317,0.4269,-362.09,449.55,6260.23,Fixation,110.0,23.0,1021.0,462.0
3574,142618594,30.79,-21.05,-34.23,-33.53,-21.71,-32.69,4.56,4.18,-0.0547,0.0657,0.9963,-0.067,0.0843,0.9942,0.534,0.4267,-360.21,420.97,5836.55,Saccade,30.0,37.0,,
3575,142628579,30.61,-21.29,-34.24,-33.87,-21.52,-32.83,4.64,4.18,-0.0986,0.0651,0.993,-0.1033,0.0679,0.9923,0.5581,0.4368,-598.45,371.82,5834.77,Saccade,30.0,37.0,,
3576,142638575,30.49,-21.02,-34.42,-33.88,-21.7,-32.96,4.67,4.24,-0.1347,0.0487,0.9897,-0.1491,0.072,0.9862,0.583,0.4441,-893.74,358.18,6178.18,Saccade,30.0,37.0,,
3577,142648565,30.27,-21.33,-34.29,-34.16,-21.54,-33.0,4.69,4.18,-0.1681,0.0566,0.9841,-0.1624,0.053,0.9853,0.5973,0.45,-1296.43,407.64,7679.94,Fixation,770.0,24.0,1151.0,496.0
3578,142658561,30.27,-21.04,-34.44,-34.0,-21.75,-32.92,4.63,4.22,-0.168,0.0423,0.9849,-0.179,0.0585,0.9821,0.6025,0.4552,-1225.22,334.13,6899.88,Fixation,770.0,24.0,1151.0,496.0
3579,142668547,30.12,-21.25,-34.44,-34.23,-21.53,-33.05,4.71,4.2,-0.1843,0.0484,0.9817,-0.1695,0.048,0.9844,0.605,0.4598,-742.31,180.24,4079.44,Fixation,770.0,24.0,1151.0,496.0
3580,142678539,30.22,-21.01,-34.5,-34.03,-21.74,-32.93,4.65,4.21,-0.1745,0.0412,0.9838,-0.1826,0.0563,0.9816,0.606,0.4589,-789.77,193.74,4302.3,Fixation,770.0,24.0,1151.0,496.0
3581,142688534,30.14,-21.29,-34.37,-34.23,-21.56,-32.98,4.69,4.17,-0.1826,0.0503,0.9819,-0.173,0.0466,0.9838,0.6053,0.4582,-1004.0,251.62,5503.83,Fixation,770.0,24.0,1151.0,496.0
3582,142698526,30.23,-21.03,-34.47,-34.04,-21.75,-32.91,4.64,4.19,-0.1727,0.0408,0.9841,-0.1813,0.0536,0.982,0.6047,0.4594,-1025.62,251.62,5652.12,Fixation,770.0,24.0,1151.0,496.0
3583,142708515,30.13,-21.26,-34.42,-34.25,-21.56,-32.98,4.72,4.17,-0.1848,0.0475,0.9816,-0.1692,0.0464,0.9845,0.6051,0.4614,-700.35,163.76,3844.55,Fixation,770.0,24.0,1151.0,496.0
3584,142718538,30.24,-21.02,-34.47,-34.05,-21.75,-32.91,4.66,4.19,-0.1711,0.0412,0.9844,-0.1808,0.0534,0.9821,0.6045,0.4612,-667.3,157.56,3685.12,Fixation,770.0,24.0,1151.0,496.0
3585,142728529,30.14,-21.26,-34.41,-34.26,-21.55,-32.98,4.71,4.17,-0.183,0.0478,0.982,-0.1681,0.0463,0.9847,0.6041,0.461,-726.42,172.74,4023.29,Fixation,770.0,24.0,1151.0,496.0
3586,142738526,30.23,-21.03,-34.45,-34.06,-21.74,-32.94,4.64,4.2,-0.173,0.0408,0.9841,-0.1811,0.0542,0.982,0.605,0.4603,-780.79,187.52,4291.7,Fixation,770.0,24.0,1151.0,496.0
3587,142748509,30.14,-21.27,-34.39,-34.28,-21.54,-33.0,4.71,4.16,-0.1844,0.0482,0.9817,-0.1722,0.0473,0.9839,0.6057,0.4594,-907.64,221.09,4958.34,Fixation,770.0,24.0,1151.0,496.0
3588,142758505,30.23,-21.03,-34.43,-34.09,-21.72,-32.98,4.65,4.19,-0.1732,0.0412,0.984,-0.1832,0.0539,0.9816,0.6056,0.4595,-919.52,223.57,5027.46,Fixation,770.0,24.0,1151.0,496.0
3589,142768497,30.15,-21.28,-34.36,-34.29,-21.53,-33.01,4.7,4.16,-0.1834,0.0486,0.9818,-0.1704,0.0464,0.9843,0.6049,0.46,-821.86,198.66,4521.44,Fixation,770.0,24.0,1151.0,496.0
3590,142778489,30.24,-21.04,-34.4,-34.07,-21.74,-32.9,4.64,4.19,-0.1731,0.0425,0.984,-0.1804,0.0535,0.9821,0.6047,0.4595,-830.33,203.39,4574.2,Fixation,770.0,24.0,1151.0,496.0
3591,142788479,30.15,-21.28,-34.35,-34.29,-21.53,-32.99,4.7,4.15,-0.1829,0.0502,0.9818,-0.1721,0.0469,0.984,0.6052,0.4583,-935.04,233.73,5131.6,Fixation,770.0,24.0,1151.0,496.0
3592,142798470,30.24,-21.04,-34.38,-34.07,-21.74,-32.88,4.65,4.2,-0.1731,0.0436,0.9839,-0.1823,0.0547,0.9817,0.6052,0.4573,-1029.15,262.91,5648.09,Fixation,770.0,24.0,1151.0,496.0
3593,142808465,30.16,-21.28,-34.33,-34.29,-21.53,-32.97,4.69,4.16,-0.181,0.0514,0.9821,-0.173,0.0481,0.9837,0.6047,0.4562,-1172.62,307.52,6465.79,Fixation,770.0,24.0,1151.0,496.0
3594,142818458,30.25,-21.04,-34.38,-34.07,-21.75,-32.86,4.65,4.2,-0.1715,0.0436,0.9842,-0.1808,0.0562,0.9819,0.6041,0.4558,-1230.5,326.59,6823.62,Fixation,770.0,24.0,1151.0,496.0
3595,142828473,30.16,-21.28,-34.32,-34.29,-21.53,-32.96,4.7,4.16,-0.1798,0.0522,0.9823,-0.1726,0.0489,0.9838,0.6041,0.4551,-1260.86,339.46,6989.14,Fixation,770.0,24.0,1151.0,496.0
3596,142838468,30.29,-20.98,-34.49,-34.07,-21.74,-32.86,4.69,4.21,-0.1693,0.0464,0.9845,-0.1813,0.0564,0.9818,0.6036,0.4542,-1223.1,336.64,6814.75,Fixation,770.0,24.0,1151.0,496.0
3597,142848459,30.18,-21.26,-34.36,-34.29,-21.53,-32.96,4.71,4.18,-0.1779,0.0534,0.9826,-0.169,0.0496,0.9844,0.6026,0.4546,-1033.17,284.78,5812.63,Fixation,770.0,24.0,1151.0,496.0
3598,142858455,30.29,-20.97,-34.49,-34.07,-21.74,-32.86,4.7,4.21,-0.1671,0.0464,0.9848,-0.1794,0.0566,0.9822,0.6024,0.4544,-1068.59,295.72,6021.8,Fixation,770.0,24.0,1151.0,496.0
3599,142868441,30.18,-21.25,-34.36,-34.3,-21.53,-32.96,4.71,4.19,-0.1769,0.0522,0.9828,-0.1691,0.05,0.9843,0.6021,0.4543,-1286.22,357.7,7266.69,Fixation,770.0,24.0,1151.0,496.0
3600,142878433,30.28,-20.97,-34.48,-34.07,-21.74,-32.86,4.69,4.22,-0.1647,0.0439,0.9854,-0.1782,0.0561,0.9824,0.6011,0.4554,-1265.41,347.46,7218.15,Fixation,770.0,24.0,1151.0,496.0
3601,142888429,30.18,-21.24,-34.36,-34.3,-21.53,-32.95,4.71,4.21,-0.1757,0.0508,0.9831,-0.1647,0.0499,0.9851,0.6005,0.4559,-960.75,262.27,5509.21,Fixation,770.0,24.0,1151.0,496.0
3602,142898419,30.28,-20.97,-34.48,-34.08,-21.73,-32.87,4.69,4.22,-0.1639,0.0439,0.9855,-0.1764,0.0586,0.9826,0.6006,0.4553,-878.06,242.64,5034.22,Fixation,770.0,24.0,1151.0,496.0
3603,142908409,30.18,-21.23,-34.38,-34.3,-21.52,-32.96,4.72,4.22,-0.1758,0.0511,0.9831,-0.1641,0.0517,0.9851,0.6005,0.455,-910.29,253.16,5224.79,Fixation,770.0,24.0,1151.0,496.0
3604,142918432,30.28,-20.96,-34.48,-34.08,-21.72,-32.88,4.69,4.25,-0.1633,0.0449,0.9855,-0.1775,0.0592,0.9823,0.6007,0.4543,-915.39,257.67,5240.52,Fixation,770.0,24.0,1151.0,496.0
3605,142928392,30.18,-21.22,-34.39,-34.3,-21.52,-32.96,4.71,4.24,-0.1755,0.0519,0.9831,-0.165,0.0546,0.9848,0.6006,0.4528,-956.63,277.25,5483.38,Fixation,770.0,24.0,1151.0,496.0
3606,142938387,30.28,-20.96,-34.47,-34.07,-21.72,-32.87,4.69,4.26,-0.1624,0.0447,0.9857,-0.1775,0.0616,0.9822,0.6004,0.453,-940.42,272.16,5400.49,Fixation,770.0,24.0,1151.0,496.0
3607,142948404,30.18,-21.21,-34.4,-34.29,-21.52,-32.95,4.72,4.24,-0.1755,0.0515,0.9831,-0.1646,0.0548,0.9848,0.6005,0.4532,-902.43,259.83,5176.58,Fixation,770.0,24.0,1151.0,496.0
3608,142958401,30.28,-20.95,-34.47,-34.07,-21.72,-32.86,4.69,4.27,-0.1624,0.0449,0.9857,-0.1792,0.0631,0.9818,0.601,0.4523,-910.82,265.87,5202.27,Fixation,770.0,24.0,1151.0,496.0
3609,142968391,30.17,-21.19,-34.42,-34.29,-21.52,-32.95,4.72,4.25,-0.174,0.0529,0.9833,-0.1666,0.0573,0.9844,0.6006,0.4504,-1080.98,327.7,6200.45,Fixation,770.0,24.0,1151.0,496.0
3610,142978384,30.27,-20.95,-34.48,-34.06,-21.72,-32.85,4.7,4.28,-0.1602,0.0464,0.986,-0.1789,0.0653,0.9817,0.6001,0.4496,-1080.65,333.9,6226.41,Fixation,770.0,24.0,1151.0,496.0
3611,142988373,30.17,-21.18,-34.42,-34.29,-21.52,-32.94,4.74,4.26,-0.1724,0.0526,0.9836,-0.1661,0.058,0.9844,0.6,0.4504,-988.87,301.12,5703.35,Fixation,770.0,24.0,1151.0,496.0
3612,142998363,30.27,-20.94,-34.49,-34.05,-21.73,-32.83,4.7,4.29,-0.1592,0.0459,0.9862,-0.1793,0.0637,0.9817,0.6,0.451,-980.66,295.53,5656.72,Fixation,770.0,24.0,1151.0,496.0
3613,143008358,30.16,-21.17,-34.43,-34.28,-21.52,-32.93,4.74,4.27,-0.1714,0.0523,0.9838,-0.1663,0.0575,0.9844,0.5997,0.4507,-1035.57,314.76,5989.89,Fixation,770.0,24.0,1151.0,496.0
3614,143018353,30.26,-20.93,-34.49,-34.04,-21.73,-32.82,4.71,4.29,-0.1579,0.045,0.9864,-0.1781,0.0638,0.9819,0.5992,0.4513,-1007.52,304.37,5858.35,Fixation,770.0,24.0,1151.0,496.0
3615,143028336,30.16,-21.16,-34.44,-34.28,-21.52,-32.92,4.75,4.27,-0.1699,0.0505,0.9842,-0.1649,0.0568,0.9847,0.599,0.4528,-835.23,245.65,4866.03,Fixation,770.0,24.0,1151.0,496.0
3616,143038332,30.26,-20.93,-34.5,-34.04,-21.73,-32.81,4.71,4.28,-0.1563,0.0442,0.9867,-0.1773,0.0622,0.9822,0.5987,0.4538,-734.82,212.47,4292.86,Fixation,770.0,24.0,1151.0,496.0
3617,143048354,30.15,-21.15,-34.45,-34.28,-21.52,-32.92,4.75,4.27,-0.1675,0.05,0.9846,-0.1642,0.057,0.9848,0.5983,0.4546,-598.22,170.98,3505.9,Fixation,770.0,24.0,1151.0,496.0
3618,143058350,30.26,-20.92,-34.5,-34.05,-21.73,-32.82,4.71,4.27,-0.1566,0.0456,0.9866,-0.1761,0.062,0.9824,0.5985,0.454,-628.21,181.29,3673.9,Fixation,770.0,24.0,1151.0,496.0
3619,143068306,30.15,-21.15,-34.45,-34.28,-21.52,-32.92,4.76,4.26,-0.1687,0.0498,0.9844,-0.1635,0.0564,0.9849,0.5982,0.4536,-777.62,226.61,4564.21,Fixation,770.0,24.0,1151.0,496.0
3620,143078327,30.26,-20.92,-34.51,-34.05,-21.73,-32.83,4.72,4.26,-0.1566,0.0445,0.9867,-0.1764,0.06,0.9825,0.5983,0.4542,-840.63,241.91,4925.9,Fixation,770.0,24.0,1151.0,496.0
3621,143088322,30.15,-21.15,-34.45,-34.25,-21.54,-32.87,4.75,4.29,-0.1668,0.0506,0.9847,-0.1693,0.0547,0.9841,0.5994,0.454,-818.79,234.47,4750.54,Fixation,770.0,24.0,1151.0,496.0
3622,143098314,30.26,-20.92,-34.51,-34.04,-21.73,-32.81,4.72,4.27,-0.1569,0.0453,0.9866,-0.1798,0.0607,0.9818,0.5995,0.4536,-820.17,236.43,4750.06,Fixation,770.0,24.0,1151.0,496.0
3623,143108302,30.15,-21.15,-34.46,-34.25,-21.54,-32.86,4.76,4.28,-0.168,0.0502,0.9845,-0.1703,0.0563,0.9838,0.6,0.4534,-823.97,237.32,4749.19,Fixation,770.0,24.0,1151.0,496.0
3624,143118296,30.26,-20.92,-34.51,-34.04,-21.73,-32.81,4.73,4.27,-0.157,0.0452,0.9866,-0.1809,0.0619,0.9816,0.5999,0.4531,-823.1,238.83,4749.09,Fixation,770.0,24.0,1151.0,496.0
3625,143128287,30.15,-21.14,-34.46,-34.27,-21.53,-32.89,4.76,4.27,-0.167,0.0512,0.9846,-0.1675,0.0568,0.9842,0.5989,0.4526,-815.03,240.91,4750.19,Fixation,770.0,24.0,1151.0,496.0
3626,143138283,30.26,-20.91,-34.51,-34.05,-21.72,-32.83,4.73,4.27,-0.1564,0.0454,0.9866,-0.1789,0.0626,0.9819,0.5991,0.4525,-816.66,241.28,4749.72,Fixation,770.0,24.0,1151.0,496.0
3627,143148267,30.15,-21.14,-34.46,-34.25,-21.53,-32.87,4.77,4.28,-0.1688,0.0503,0.9844,-0.1703,0.0569,0.9837,0.6003,0.453,-826.04,238.98,4748.07,Fixation,770.0,24.0,1151.0,496.0
3628,143158262,30.26,-20.92,-34.49,-34.04,-21.72,-32.82,4.74,4.3,-0.1581,0.0453,0.9864,-0.1814,0.0624,0.9814,0.6004,0.4527,-826.72,240.29,4747.72,Fixation,770.0,24.0,1151.0,496.0
3629,143168255,30.14,-21.14,-34.46,-34.26,-21.53,-32.87,4.77,4.29,-0.1677,0.0511,0.9845,-0.1687,0.0584,0.9839,0.5995,0.4517,-819.4,244.69,4748.57,Fixation,770.0,24.0,1151.0,496.0
3630,143178277,30.25,-20.93,-34.48,-34.05,-21.72,-32.82,4.73,4.31,-0.1575,0.046,0.9864,-0.1789,0.0639,0.9818,0.5995,0.4515,-819.25,245.59,4748.38,Fixation,770.0,24.0,1151.0,496.0
3631,143188267,30.14,-21.14,-34.46,-34.25,-21.53,-32.88,4.78,4.29,-0.169,0.0518,0.9842,-0.1708,0.0579,0.9836,0.6005,0.4514,-863.48,256.96,4955.19,Fixation,770.0,24.0,1151.0,496.0
3632,143198258,30.26,-20.9,-34.52,-34.05,-21.71,-32.83,4.75,4.32,-0.1581,0.0445,0.9864,-0.182,0.0653,0.9811,0.6007,0.4518,-795.4,234.67,4556.46,Fixation,770.0,24.0,1151.0,496.0
3633,143208253,30.14,-21.13,-34.49,-34.27,-21.53,-32.89,4.79,4.31,-0.1675,0.0512,0.9845,-0.166,0.0577,0.9844,0.5996,0.4571,-378.57,101.64,2189.25,Fixation,770.0,24.0,1151.0,496.0
3634,143218246,30.28,-20.89,-34.57,-34.05,-21.71,-32.85,4.77,4.34,-0.1553,0.0424,0.987,-0.1781,0.0662,0.9818,0.5999,0.4589,-325.21,83.95,1875.7,Fixation,770.0,24.0,1151.0,496.0
3635,143228231,30.16,-21.12,-34.51,-34.24,-21.52,-32.91,4.81,4.32,-0.1669,0.0482,0.9848,-0.1643,0.0555,0.9848,0.5985,0.4582,-457.69,121.41,2676.02,Fixation,770.0,24.0,1151.0,496.0
3636,143238227,30.31,-20.89,-34.58,-34.04,-21.7,-32.88,4.78,4.36,-0.1533,0.0353,0.9875,-0.1736,0.0631,0.9828,0.5971,0.4611,-446.35,112.46,2645.06,Fixation,770.0,24.0,1151.0,496.0
3637,143248217,30.18,-21.13,-34.51,-34.22,-21.5,-32.95,4.82,4.4,-0.1625,0.0425,0.9858,-0.1582,0.0573,0.9857,0.5973,0.471,-190.37,37.24,1124.24,Fixation,770.0,24.0,1151.0,496.0
3638,143258213,30.32,-20.9,-34.57,-34.03,-21.69,-32.91,4.78,4.4,-0.1502,0.0342,0.9881,-0.1693,0.0686,0.9832,0.5976,0.473,-159.43,29.36,938.4,Fixation,770.0,24.0,1151.0,496.0
3639,143268200,30.2,-21.13,-34.51,-34.21,-21.5,-32.97,4.83,4.41,-0.1627,0.0404,0.9858,-0.1546,0.0583,0.9863,0.5957,0.4688,-219.7,46.34,1318.96,Fixation,770.0,24.0,1151.0,496.0
3640,143278191,30.33,-20.9,-34.56,-34.03,-21.68,-32.93,4.78,4.41,-0.1508,0.0348,0.988,-0.1634,0.062,0.9846,0.5941,0.4675,-252.62,55.92,1540.91,Fixation,770.0,24.0,1151.0,496.0
3641,143288186,30.22,-21.15,-34.49,-34.2,-21.49,-32.99,4.83,4.42,-0.1596,0.0388,0.9864,-0.149,0.0542,0.9873,0.5919,0.467,-304.81,69.84,1902.47,Fixation,770.0,24.0,1151.0,496.0
3642,143298208,30.34,-20.91,-34.56,-34.03,-21.68,-32.95,4.79,4.42,-0.1473,0.0302,0.9886,-0.1578,0.0583,0.9857,0.5906,0.4688,-316.77,70.05,2003.84,Fixation,770.0,24.0,1151.0,496.0
3643,143308198,30.23,-21.15,-34.49,-34.2,-21.49,-33.0,4.84,4.42,-0.1583,0.0347,0.9868,-0.1462,0.051,0.9879,0.5906,0.4713,-290.39,59.84,1836.19,Fixation,770.0,24.0,1151.0,496.0
3644,143318189,30.35,-20.92,-34.54,-34.03,-21.67,-32.96,4.79,4.43,-0.1483,0.0265,0.9886,-0.1564,0.0569,0.986,0.5906,0.4726,-288.13,57.06,1821.73,Fixation,770.0,24.0,1151.0,496.0
3645,143328181,30.23,-21.15,-34.49,-34.2,-21.49,-33.0,4.83,4.43,-0.159,0.0336,0.9867,-0.1453,0.0505,0.9881,0.5906,0.4724,-284.28,56.61,1797.64,Fixation,770.0,24.0,1151.0,496.0
3646,143338177,30.35,-20.92,-34.54,-34.03,-21.67,-32.97,4.79,4.45,-0.1481,0.0271,0.9886,-0.1581,0.0574,0.9858,0.5911,0.4718,-294.72,59.52,1854.92,Fixation,770.0,24.0,1151.0,496.0
3647,143348161,30.23,-21.14,-34.51,-34.2,-21.49,-33.0,4.85,4.41,-0.1592,0.0337,0.9867,-0.149,0.0477,0.9877,0.5914,0.4722,-337.5,67.22,2115.21,Fixation,770.0,24.0,1151.0,496.0
3648,143358156,30.35,-20.91,-34.57,-34.03,-21.67,-32.97,4.81,4.44,-0.1484,0.024,0.9886,-0.1588,0.0548,0.9858,0.591,0.4734,-339.51,65.27,2136.6,Fixation,770.0,24.0,1151.0,496.0
3649,143368149,30.23,-21.13,-34.52,-34.21,-21.49,-32.99,4.85,4.41,-0.1568,0.0322,0.9871,-0.1501,0.0462,0.9876,0.5914,0.4758,-280.59,49.79,1758.65,Fixation,770.0,24.0,1151.0,496.0
3650,143378141,30.35,-20.9,-34.59,-34.04,-21.67,-32.97,4.81,4.45,-0.1467,0.021,0.989,-0.1625,0.0574,0.985,0.5925,0.4782,-235.91,38.11,1460.97,Fixation,770.0,24.0,1151.0,496.0
3651,143388131,30.23,-21.11,-34.54,-34.21,-21.49,-32.99,4.87,4.43,-0.1569,0.03,0.9872,-0.1516,0.0469,0.9873,0.5935,0.485,-170.22,20.58,1042.6,Fixation,770.0,24.0,1151.0,496.0
3652,143398121,30.36,-20.88,-34.61,-34.04,-21.66,-32.97,4.83,4.46,-0.146,0.0179,0.9891,-0.1634,0.0595,0.9848,0.5951,0.4922,-126.33,9.85,760.47,Fixation,770.0,24.0,1151.0,496.0
3653,143408116,30.23,-21.1,-34.55,-34.21,-21.49,-32.98,4.88,4.43,-0.1597,0.0279,0.9868,-0.1563,0.0468,0.9866,0.599,0.5031,-99.07,1.62,572.54,Fixation,770.0,24.0,1151.0,496.0
3654,143418110,30.55,-20.84,-34.73,-33.94,-21.66,-32.94,4.81,4.37,-0.1284,0.0151,0.9916,-0.173,0.0619,0.983,0.5958,0.5116,-75.47,-2.42,449.85,Saccade,60.0,38.0,,
3655,143428125,30.63,-21.02,-34.83,-33.89,-21.43,-32.98,4.83,4.27,-0.0958,0.0282,0.995,-0.098,0.0544,0.9937,0.5596,0.4999,-56.24,2.05,526.41,Saccade,60.0,38.0,,
3656,143438121,31.02,-20.94,-34.66,-33.5,-21.5,-33.1,4.64,4.37,0.0075,0.0331,0.9994,-0.0167,0.0475,0.9987,0.5005,0.4979,-3.82,1.53,530.24,Saccade,60.0,38.0,,
3657,143448111,31.28,-21.25,-34.62,-33.25,-21.19,-33.2,4.68,4.39,0.0722,0.0489,0.9962,0.0701,0.039,0.9968,0.4523,0.4912,39.22,3.65,529.77,Saccade,60.0,38.0,,
3658,143458109,31.48,-21.09,-34.58,-32.87,-21.4,-33.1,4.72,4.41,0.1544,0.0603,0.9862,0.0904,0.0503,0.9946,0.4191,0.4766,68.64,10.07,527.08,Saccade,60.0,38.0,,
3659,143468094,31.66,-21.39,-34.54,-32.8,-21.21,-33.06,4.82,4.49,0.1651,0.0739,0.9835,0.1464,0.049,0.988,0.3972,0.4684,87.68,13.54,524.91,Saccade,60.0,38.0,,
3660,143478084,31.7,-21.14,-34.53,-32.62,-21.4,-33.04,4.8,4.56,0.1859,0.0713,0.98,0.1529,0.056,0.9867,0.388,0.4652,95.69,14.84,524.3,Fixation,460.0,25.0,745.0,499.0
3661,143488080,31.75,-21.41,-34.5,-32.68,-21.19,-33.08,4.83,4.58,0.1745,0.0742,0.9819,0.1701,0.0565,0.9838,0.3862,0.4631,97.42,15.86,524.78,Fixation,460.0,25.0,745.0,499.0
3662,143498072,31.75,-21.15,-34.51,-32.58,-21.4,-33.04,4.8,4.6,0.1851,0.0697,0.9803,0.1602,0.0605,0.9852,0.3859,0.4634,97.87,15.75,525.59,Fixation,460.0,25.0,745.0,499.0
3663,143508061,31.77,-21.41,-34.49,-32.67,-21.18,-33.08,4.82,4.6,0.1741,0.0731,0.982,0.1718,0.0552,0.9836,0.3857,0.4644,98.11,15.27,526.46,Fixation,460.0,25.0,745.0,499.0
3664,143518053,31.75,-21.15,-34.49,-32.59,-21.39,-33.06,4.8,4.6,0.1845,0.0682,0.9805,0.1612,0.0589,0.9852,0.3857,0.465,98.27,14.99,527.32,Fixation,460.0,25.0,745.0,499.0
3665,143528044,31.78,-21.41,-34.48,-32.67,-21.17,-33.1,4.81,4.6,0.1729,0.0723,0.9823,0.1719,0.0535,0.9837,0.3861,0.4657,98.13,14.69,528.24,Fixation,460.0,25.0,745.0,499.0
3666,143538041,31.75,-21.15,-34.48,-32.59,-21.38,-33.07,4.8,4.6,0.1835,0.0681,0.9807,0.1603,0.0577,0.9854,0.3864,0.4656,98.05,14.73,529.12,Fixation,460.0,25.0,745.0,499.0
3667,143548056,31.78,-21.41,-34.48,-32.67,-21.17,-33.11,4.82,4.61,0.1722,0.0726,0.9824,0.1717,0.0535,0.9837,0.3864,0.4653,98.31,14.93,530.87,Fixation,460.0,25.0,745.0,499.0
3668,143558052,31.75,-21.16,-34.47,-32.6,-21.38,-33.08,4.8,4.6,0.1841,0.0678,0.9806,0.1612,0.0577,0.9852,0.3856,0.4672,95.1,13.42,509.89,Fixation,460.0,25.0,745.0,499.0
3669,143568043,31.79,-21.41,-34.46,-32.67,-21.16,-33.12,4.81,4.63,0.1728,0.0706,0.9824,0.1739,0.0547,0.9832,0.3803,0.4945,58.72,0.08,301.76,Fixation,460.0,25.0,745.0,499.0
3670,143578035,31.75,-21.16,-34.44,-32.61,-21.37,-33.09,4.8,4.62,0.1814,0.0664,0.9812,0.1615,0.0585,0.9851,0.3804,0.5004,54.0,-1.47,278.14,Fixation,460.0,25.0,745.0,499.0
3671,143588025,31.79,-21.42,-34.44,-32.68,-21.16,-33.12,4.82,4.64,0.1709,0.0713,0.9827,0.1717,0.0519,0.9838,0.3807,0.5011,54.11,-1.65,279.42,Fixation,460.0,25.0,745.0,499.0
3672,143598015,31.76,-21.17,-34.42,-32.62,-21.36,-33.1,4.81,4.62,0.1791,0.0661,0.9816,0.1621,0.0574,0.9851,0.3823,0.4944,58.73,0.13,307.12,Fixation,460.0,25.0,745.0,499.0
3673,143608010,31.8,-21.43,-34.42,-32.68,-21.15,-33.13,4.83,4.66,0.1697,0.0712,0.9829,0.1728,0.0527,0.9835,0.387,0.466,99.55,14.86,540.26,Fixation,460.0,25.0,745.0,499.0
3674,143618003,31.76,-21.17,-34.4,-32.62,-21.36,-33.1,4.8,4.63,0.1798,0.0653,0.9815,0.1638,0.0567,0.9849,0.3868,0.4659,102.76,15.36,556.79,Fixation,460.0,25.0,745.0,499.0
3675,143627989,31.8,-21.43,-34.41,-32.68,-21.15,-33.12,4.83,4.68,0.1703,0.0707,0.9829,0.1735,0.0505,0.9835,0.3855,0.4735,86.91,9.48,465.95,Fixation,460.0,25.0,745.0,499.0
3676,143637985,31.76,-21.17,-34.38,-32.63,-21.36,-33.1,4.81,4.65,0.178,0.0651,0.9819,0.1639,0.0574,0.9848,0.3869,0.4681,96.35,13.37,522.71,Fixation,460.0,25.0,745.0,499.0
3677,143647975,31.81,-21.42,-34.4,-32.69,-21.15,-33.12,4.84,4.68,0.1684,0.0699,0.9832,0.1735,0.0514,0.9835,0.3897,0.4533,157.19,34.65,873.06,Fixation,460.0,25.0,745.0,499.0
3678,143657971,31.77,-21.17,-34.38,-32.63,-21.36,-33.11,4.81,4.65,0.1774,0.0635,0.9821,0.1636,0.0569,0.9849,0.3906,0.4506,181.04,42.81,1012.9,Fixation,460.0,25.0,745.0,499.0
3679,143667957,31.81,-21.42,-34.4,-32.69,-21.15,-33.12,4.85,4.69,0.1679,0.0682,0.9834,0.1731,0.052,0.9835,0.3909,0.4489,199.32,49.1,1118.35,Fixation,460.0,25.0,745.0,499.0
3680,143677979,31.77,-21.17,-34.37,-32.64,-21.35,-33.12,4.81,4.66,0.1787,0.0629,0.9819,0.1629,0.0569,0.985,0.3909,0.4481,210.97,52.88,1183.48,Fixation,460.0,25.0,745.0,499.0
3681,143687973,31.82,-21.42,-34.4,-32.69,-21.15,-33.12,4.85,4.69,0.1679,0.0679,0.9835,0.1731,0.0526,0.9835,0.3912,0.4469,221.15,57.01,1244.39,Fixation,460.0,25.0,745.0,499.0
3682,143697967,31.78,-21.17,-34.37,-32.64,-21.35,-33.13,4.83,4.67,0.1805,0.0627,0.9816,0.1602,0.0574,0.9854,0.3912,0.4477,213.31,54.06,1200.21,Fixation,460.0,25.0,745.0,499.0
3683,143707956,31.82,-21.41,-34.41,-32.7,-21.15,-33.12,4.85,4.68,0.168,0.0688,0.9834,0.1716,0.0484,0.984,0.3877,0.4709,96.44,12.12,527.52,Fixation,460.0,25.0,745.0,499.0
3684,143717948,31.78,-21.16,-34.37,-32.64,-21.34,-33.15,4.84,4.67,0.1804,0.0655,0.9814,0.1542,0.0587,0.9863,0.3897,0.4652,99.23,15.71,552.22,Fixation,460.0,25.0,745.0,499.0
3685,143727939,31.82,-21.4,-34.41,-32.7,-21.15,-33.13,4.86,4.69,0.1663,0.0695,0.9836,0.1707,0.0568,0.9837,0.3931,0.4408,266.61,78.79,1524.95,Fixation,460.0,25.0,745.0,499.0
